binNum,numPerBin
0,0,0,0,0,0
1,1,1,1,1,1
2,1,2,3,2,2
3,1,3,5,4,3
4,1,4,7,8,5
5,1,5,9,16,8
6,1,6,11,32,13
7,1,7,13,64,21
8,1,8,15,128,34
9,1,9,17,256,55
