freq,CFEAmp,fullAmp,expAmp,recAmp,shiftAvgAmp1,shiftAvgAmp9,shiftAvgAmp5,shiftAvgAmp3,shiftAvgAmp8
0.0500,0.4730,0.4592,0.0000,0.0000,1.2889,0.5016,0.4805,0.5157,0.4986
0.0792,0.5982,0.6493,0.0000,0.0000,1.2938,0.6152,0.6581,0.7387,0.7117
0.1256,0.7960,0.8364,0.0000,0.0000,1.3054,0.8146,0.9043,0.9428,0.9108
0.1991,1.0609,1.0737,0.0000,0.0000,1.3339,1.1121,1.1853,1.2062,1.1688
0.3155,1.3789,1.3725,0.0000,0.0000,1.4031,1.4795,1.5149,1.5324,1.4891
0.5000,1.7462,1.7430,0.0000,0.0000,1.5613,1.8629,1.9446,1.9320,1.8847
0.7924,2.2077,2.2074,0.0000,0.0000,1.8929,2.3639,2.4776,2.4227,2.3759
1.2559,2.7907,2.7890,0.0000,0.0000,2.5014,2.9863,3.1354,3.0249,2.9835
1.9905,3.5230,3.5188,0.0000,0.0000,3.4426,3.7496,3.9318,3.7595,3.7332
3.1548,4.4462,4.4344,0.0000,0.0000,4.5683,4.6733,4.8668,4.6499,4.6502
5.0000,5.6168,5.5812,0.0000,0.0000,5.5506,5.7719,5.9181,5.7232,5.7559
7.9245,7.1205,7.0092,0.0000,0.0000,7.0556,7.0579,7.0606,7.0094,7.0562
12.5594,9.1167,8.7593,0.0000,0.0000,8.7667,8.5735,8.3983,8.5565,8.5769
19.9054,12.0088,10.8137,0.0000,0.0000,10.8227,10.4683,10.2651,10.4787,10.4689
31.5479,17.4728,12.9327,0.0000,0.0000,12.9144,12.8269,12.8026,12.8333,12.8263
50.0000,32.6350,1.0383,0.0000,0.0000,1.0395,1.0593,1.0694,1.0589,1.0594
