time,input,GL,EXP20
45.1,0,-0.0958234,-0.00250932
45.15,0,-0.096073,-0.00249277
45.2,0,-0.0962995,-0.00247267
45.25,0,-0.0965045,-0.00244929
45.3,0,-0.0966894,-0.00242293
45.35,0,-0.0968556,-0.00239384
45.4,0,-0.0970043,-0.00236228
45.45,0,-0.0971369,-0.00232849
45.5,0,-0.0972547,-0.00229271
45.55,0,-0.0973587,-0.00225515
45.6,0,-0.09745,-0.00221603
45.65,0,-0.0975299,-0.00217553
45.7,0,-0.0975993,-0.00213385
45.75,0,-0.0976593,-0.00209116
45.8,0,-0.0977106,-0.00204763
45.85,0,-0.0977544,-0.00200341
45.9,0,-0.0977914,-0.00195865
45.95,0,-0.0978224,-0.00191349
46,0,-0.0978482,-0.00186806
46.05,0,-0.0978695,-0.00182248
46.1,0,-0.0978871,-0.00177685
46.15,0,-0.0979016,-0.00173129
46.2,0,-0.0979136,-0.00168588
46.25,0,-0.0979237,-0.00164073
46.3,0,-0.0979324,-0.0015959
46.35,0,-0.0979403,-0.00155148
46.4,0,-0.0979478,-0.00150754
46.45,0,-0.0979554,-0.00146413
46.5,0,-0.0979635,-0.00142132
46.55,0,-0.0979725,-0.00137916
46.6,0,-0.0979827,-0.00133769
46.65,0,-0.0979946,-0.00129696
46.7,0,-0.0980084,-0.00125699
46.75,0,-0.0980243,-0.00121783
46.8,0,-0.0980427,-0.00117951
46.85,0,-0.0980638,-0.00114203
46.9,0,-0.0980878,-0.00110543
46.95,0,-0.0981148,-0.00106973
47,0,-0.0981452,-0.00103492
47.05,0,-0.098179,-0.00100104
47.1,0,-0.0982163,-0.000968073
47.15,0,-0.0982573,-0.000936035
47.2,0,-0.0983021,-0.000904926
47.25,0,-0.0983508,-0.000874745
47.3,0,-0.0984034,-0.00084549
47.35,0,-0.0984601,-0.000817156
47.4,0,-0.0985208,-0.000789737
47.45,0,-0.0985856,-0.000763224
47.5,0,-0.0986545,-0.000737607
47.55,0,-0.0987276,-0.000712877
47.6,0,-0.0988048,-0.000689019
47.65,0,-0.0988861,-0.000666021
47.7,0,-0.0989716,-0.000643867
47.75,0,-0.0990611,-0.000622543
47.8,0,-0.0991548,-0.000602032
47.85,0,-0.0992524,-0.000582317
47.9,0,-0.099354,-0.00056338
47.95,0,-0.0994596,-0.000545202
48,0,-0.099569,-0.000527765
48.05,0,-0.0996823,-0.00051105
48.1,0,-0.0997993,-0.000495038
48.15,0,-0.0999199,-0.000479709
48.2,0,-0.100044,-0.000465042
48.25,0,-0.100172,-0.000451019
48.3,0,-0.100303,-0.000437618
48.35,0,-0.100438,-0.000424821
48.4,0,-0.100576,-0.000412608
48.45,0,-0.100717,-0.000400957
48.5,0,-0.100861,-0.000389851
48.55,0,-0.101009,-0.000379269
48.6,0,-0.101159,-0.000369192
48.65,0,-0.101312,-0.000359602
48.7,0,-0.101468,-0.000350479
48.75,0,-0.101626,-0.000341804
48.8,0,-0.101788,-0.000333561
48.85,0,-0.101951,-0.000325731
48.9,0,-0.102117,-0.000318297
48.95,0,-0.102285,-0.000311241
49,0,-0.102456,-0.000304547
49.05,0,-0.102629,-0.0002982
49.1,0,-0.102803,-0.000292182
49.15,0,-0.10298,-0.000286479
49.2,0,-0.103158,-0.000281076
49.25,0,-0.103338,-0.000275958
49.3,0,-0.10352,-0.000271111
49.35,0,-0.103704,-0.000266521
49.4,0,-0.103889,-0.000262176
49.45,0,-0.104075,-0.000258062
49.5,0,-0.104263,-0.000254168
49.55,0,-0.104452,-0.00025048
49.6,0,-0.104643,-0.000246988
49.65,0,-0.104834,-0.000243681
49.7,0,-0.105027,-0.000240549
49.75,0,-0.10522,-0.00023758
49.8,0,-0.105415,-0.000234765
49.85,0,-0.10561,-0.000232095
49.9,0,-0.105806,-0.000229561
49.95,0,-0.106003,-0.000227154
