time,f(t),IIR_CFE,Grunwald,exponential,recursive,shiftAvg1,shiftAvg9,shiftAvg5,shiftAvg3,shiftAvg8
2.2400,-0.9219,-1.0872,-1.1233,-1.2402,-0.9716,-0.9158,-1.2437,-1.3234,-1.3501,-1.2842
2.2500,-0.8885,-0.8493,-0.9164,-1.0383,-0.7700,-0.7171,-1.0234,-1.0925,-1.1297,-1.0653
2.2600,-0.8496,-0.6649,-0.7039,-0.8301,-0.5668,-0.5139,-0.7967,-0.8549,-0.9025,-0.8399
2.2700,-0.8053,-0.4178,-0.4872,-0.6171,-0.3568,-0.3074,-0.5652,-0.6121,-0.6698,-0.6093
2.2800,-0.7561,-0.2267,-0.2674,-0.4004,-0.1485,-0.0991,-0.3303,-0.3655,-0.4330,-0.3751
2.2900,-0.7022,0.0241,-0.0460,-0.1815,0.0658,0.1098,-0.0934,-0.1168,-0.1937,-0.1387
2.3000,-0.6438,0.2165,0.1755,0.0383,0.2740,0.3181,0.1440,0.1326,0.0467,0.0984
2.3100,-0.5815,0.4655,0.3960,0.2576,0.4863,0.5244,0.3804,0.3810,0.2867,0.3348
2.3200,-0.5156,0.6537,0.6139,0.4751,0.6894,0.7274,0.6144,0.6270,0.5247,0.5691
2.3300,-0.4464,0.8955,0.8279,0.6895,0.8949,0.9259,0.8445,0.8690,0.7594,0.7997
2.3400,-0.3745,1.0741,1.0367,0.8993,1.0877,1.1186,1.0692,1.1055,0.9892,1.0252
2.3500,-0.3002,1.3034,1.2390,1.1033,1.2813,1.3044,1.2872,1.3350,1.2127,1.2443
2.3600,-0.2241,1.4671,1.4335,1.3002,1.4590,1.4820,1.4971,1.5561,1.4286,1.4554
2.3700,-0.1466,1.6789,1.6190,1.4888,1.6358,1.6505,1.6976,1.7674,1.6354,1.6574
2.3800,-0.0682,1.8231,1.7944,1.6679,1.7939,1.8086,1.8874,1.9676,1.8319,1.8490
2.3900,0.0107,2.0128,1.9585,1.8364,1.9498,1.9555,2.0654,2.1556,2.0169,2.0289
2.4000,0.0895,2.1332,2.1104,1.9933,2.0845,2.0902,2.2305,2.3300,2.1892,2.1961
2.4100,0.1677,2.2968,2.2491,2.1376,2.2148,2.2119,2.3816,2.4898,2.3478,2.3495
2.4200,0.2449,2.3897,2.3738,2.2683,2.3228,2.3199,2.5178,2.6340,2.4916,2.4882
2.4300,0.3206,2.5239,2.4836,2.3848,2.4255,2.4134,2.6383,2.7617,2.6198,2.6113
2.4400,0.3943,2.5861,2.5779,2.4862,2.5039,2.4919,2.7422,2.8722,2.7316,2.7180
2.4500,0.4655,2.6883,2.6561,2.5719,2.5751,2.5549,2.8290,2.9647,2.8262,2.8077
2.4600,0.5338,2.7177,2.7177,2.6414,2.6222,2.6019,2.8981,3.0387,2.9032,2.8798
2.4700,0.5988,2.7860,2.7624,2.6943,2.6616,2.6328,2.9491,3.0936,2.9619,2.9339
2.4800,0.6601,2.7812,2.7898,2.7302,2.6761,2.6473,2.9817,3.1293,3.0021,2.9696
2.4900,0.7172,2.8146,2.7997,2.7489,2.6809,2.6453,2.9956,3.1454,3.0235,2.9867
2.5000,0.7699,2.7750,2.7922,2.7503,2.6624,2.6269,2.9908,3.1418,3.0259,2.9851
2.5100,0.8179,2.7734,2.7673,2.7345,2.6346,2.5921,2.9673,3.1185,3.0094,2.9649
2.5200,0.8607,2.6992,2.7250,2.7014,2.5836,2.5412,2.9253,3.0758,2.9740,2.9261
2.5300,0.8981,2.6633,2.6658,2.6513,2.5218,2.4744,2.8650,3.0139,2.9200,2.8689
2.5400,0.9300,2.5558,2.5899,2.5845,2.4396,2.3923,2.7868,2.9331,2.8477,2.7939
2.5500,0.9561,2.4871,2.4978,2.5015,2.3473,2.2952,2.6911,2.8340,2.7576,2.7013
2.5600,0.9762,2.3483,2.3901,2.4027,2.2360,2.1839,2.5787,2.7171,2.6503,2.5918
2.5700,0.9903,2.2493,2.2675,2.2888,2.1134,2.0590,2.4501,2.5833,2.5263,2.4661
2.5800,0.9982,2.0818,2.1308,2.1605,1.9757,1.9212,2.3062,2.4333,2.3865,2.3249
2.5900,0.9998,1.9557,1.9807,2.0185,1.8280,1.7716,2.1479,2.2682,2.2317,2.1692
2.6000,0.9953,1.7631,1.8182,1.8638,1.6673,1.6108,1.9761,2.0888,2.0630,1.9998
2.6100,0.9846,1.6136,1.6444,1.6974,1.4963,1.4401,1.7920,1.8963,1.8812,1.8180
2.6200,0.9677,1.4000,1.4603,1.5202,1.3166,1.2604,1.5966,1.6920,1.6877,1.6247
2.6300,0.9448,1.2315,1.2670,1.3333,1.1281,1.0728,1.3912,1.4770,1.4835,1.4212
2.6400,0.9160,1.0015,1.0658,1.1381,0.9339,0.8786,1.1771,1.2528,1.2700,1.2087
2.6500,0.8816,0.8189,0.8579,0.9355,0.7312,0.6789,0.9556,1.0207,1.0485,0.9887
2.6600,0.8416,0.5777,0.6446,0.7270,0.5273,0.4750,0.7281,0.7821,0.8203,0.7624
2.6700,0.7964,0.3861,0.4273,0.5138,0.3167,0.2681,0.4960,0.5387,0.5870,0.5312
2.6800,0.7462,0.1389,0.2072,0.2972,0.1082,0.0596,0.2607,0.2918,0.3498,0.2967
2.6900,0.6914,-0.0562,-0.0142,0.0787,-0.1061,-0.1493,0.0237,0.0430,0.1104,0.0602
2.7000,0.6323,-0.3039,-0.2355,-0.1405,-0.3141,-0.3573,-0.2135,-0.2061,-0.1298,-0.1767
2.7100,0.5693,-0.4969,-0.4555,-0.3590,-0.5260,-0.5631,-0.4494,-0.4540,-0.3693,-0.4127
2.7200,0.5027,-0.7396,-0.6726,-0.5754,-0.7282,-0.7654,-0.6826,-0.6992,-0.6066,-0.6461
2.7300,0.4330,-0.9251,-0.8856,-0.7884,-0.9329,-0.9629,-0.9116,-0.9401,-0.8403,-0.8757
2.7400,0.3606,-1.1575,-1.0932,-0.9966,-1.1244,-1.1544,-1.1350,-1.1752,-1.0688,-1.0998
2.7500,0.2860,-1.3303,-1.2940,-1.1988,-1.3167,-1.3387,-1.3514,-1.4031,-1.2908,-1.3172
2.7600,0.2095,-1.5471,-1.4868,-1.3937,-1.4927,-1.5147,-1.5595,-1.6223,-1.5048,-1.5265
2.7700,0.1318,-1.7022,-1.6704,-1.5800,-1.6676,-1.6812,-1.7579,-1.8314,-1.7096,-1.7264
2.7800,0.0532,-1.8988,-1.8436,-1.7566,-1.8237,-1.8373,-1.9454,-2.0293,-1.9038,-1.9157
2.7900,-0.0256,-2.0316,-2.0054,-1.9224,-1.9774,-1.9820,-2.1209,-2.2146,-2.0863,-2.0931
2.8000,-0.1044,-2.2037,-2.1548,-2.0765,-2.1097,-2.1143,-2.2833,-2.3861,-2.2559,-2.2575
2.8100,-0.1824,-2.3105,-2.2908,-2.2177,-2.2374,-2.2335,-2.4315,-2.5429,-2.4116,-2.4080
2.8200,-0.2594,-2.4544,-2.4127,-2.3453,-2.3427,-2.3387,-2.5646,-2.6839,-2.5524,-2.5436
2.8300,-0.3347,-2.5317,-2.5195,-2.4584,-2.4426,-2.4294,-2.6819,-2.8083,-2.6773,-2.6634
2.8400,-0.4080,-2.6446,-2.6107,-2.5563,-2.5182,-2.5050,-2.7825,-2.9153,-2.7857,-2.7668
2.8500,-0.4787,-2.6899,-2.6857,-2.6385,-2.5863,-2.5650,-2.8658,-3.0042,-2.8769,-2.8530
2.8600,-0.5464,-2.7696,-2.7440,-2.7043,-2.6303,-2.6090,-2.9314,-3.0745,-2.9502,-2.9215
2.8700,-0.6107,-2.7811,-2.7853,-2.7535,-2.6666,-2.6368,-2.9788,-3.1257,-3.0053,-2.9719
2.8800,-0.6712,-2.8262,-2.8093,-2.7857,-2.6779,-2.6482,-3.0077,-3.1575,-3.0418,-3.0040
2.8900,-0.7276,-2.8030,-2.8159,-2.8006,-2.6795,-2.6431,-3.0180,-3.1697,-3.0594,-3.0174
2.9000,-0.7794,-2.8131,-2.8050,-2.7983,-2.6580,-2.6215,-3.0095,-3.1623,-3.0581,-3.0121
2.9100,-0.8264,-2.7551,-2.7766,-2.7786,-2.6270,-2.5837,-2.9824,-3.1352,-3.0379,-2.9881
2.9200,-0.8682,-2.7305,-2.7311,-2.7418,-2.5730,-2.5297,-2.9368,-3.0887,-2.9988,-2.9456
2.9300,-0.9046,-2.6386,-2.6686,-2.6881,-2.5081,-2.4600,-2.8729,-3.0230,-2.9411,-2.8849
2.9400,-0.9354,-2.5805,-2.5895,-2.6177,-2.4231,-2.3750,-2.7912,-2.9386,-2.8653,-2.8063
2.9500,-0.9604,-2.4563,-2.4943,-2.5312,-2.3279,-2.2752,-2.6922,-2.8359,-2.7717,-2.7103
2.9600,-0.9793,-2.3669,-2.3837,-2.4290,-2.2139,-2.1613,-2.5766,-2.7157,-2.6609,-2.5975
2.9700,-0.9922,-2.2129,-2.2583,-2.3118,-2.0888,-2.0339,-2.4449,-2.5786,-2.5337,-2.4686
2.9800,-0.9990,-2.0949,-2.1188,-2.1804,-1.9487,-1.8938,-2.2981,-2.4255,-2.3908,-2.3245
2.9900,-0.9995,-1.9143,-1.9662,-2.0355,-1.7987,-1.7420,-2.1370,-2.2574,-2.2331,-2.1659
3.0000,-0.9937,-1.7713,-1.8014,-1.8780,-1.6360,-1.5793,-1.9627,-2.0753,-2.0616,-1.9940
3.0100,-0.9818,-1.5680,-1.6255,-1.7090,-1.4631,-1.4067,-1.7762,-1.8804,-1.8773,-1.8097
3.0200,-0.9638,-1.4042,-1.4395,-1.5295,-1.2818,-1.2255,-1.5788,-1.6738,-1.6815,-1.6142
3.0300,-0.9398,-1.1825,-1.2445,-1.3405,-1.0919,-1.0366,-1.3715,-1.4569,-1.4753,-1.4087
3.0400,-0.9099,-1.0026,-1.0419,-1.1433,-0.8965,-0.8412,-1.1558,-1.2309,-1.2599,-1.1946
3.0500,-0.8744,-0.7675,-0.8328,-0.9391,-0.6928,-0.6406,-0.9329,-0.9974,-1.0368,-0.9731
3.0600,-0.8334,-0.5766,-0.6186,-0.7292,-0.4883,-0.4360,-0.7043,-0.7577,-0.8074,-0.7456
3.0700,-0.7873,-0.3333,-0.4005,-0.5148,-0.2772,-0.2287,-0.4714,-0.5133,-0.5730,-0.5136
3.0800,-0.7362,-0.1367,-0.1800,-0.2974,-0.0684,-0.0200,-0.2356,-0.2658,-0.3351,-0.2784
3.0900,-0.6806,0.1093,0.0415,-0.0782,0.1459,0.1888,0.0017,-0.0167,-0.0953,-0.0416
3.1000,-0.6207,0.3061,0.2628,0.1414,0.3535,0.3965,0.2388,0.2324,0.1451,0.1954
3.1100,-0.5570,0.5494,0.4824,0.3600,0.5650,0.6017,0.4745,0.4800,0.3845,0.4312
3.1200,-0.4898,0.7409,0.6990,0.5763,0.7664,0.8031,0.7071,0.7246,0.6214,0.6641
3.1300,-0.4195,0.9759,0.9111,0.7889,0.9701,0.9996,0.9352,0.9646,0.8544,0.8929
3.1400,-0.3466,1.1568,1.1176,0.9964,1.1603,1.1898,1.1575,1.1986,1.0820,1.1160
3.1500,-0.2716,1.3783,1.3170,1.1977,1.3512,1.3727,1.3725,1.4250,1.3027,1.3321
3.1600,-0.1949,1.5435,1.5082,1.3914,1.5255,1.5469,1.5790,1.6425,1.5153,1.5399
3.1700,-0.1170,1.7466,1.6900,1.5764,1.6986,1.7116,1.7755,1.8497,1.7183,1.7380
3.1800,-0.0383,1.8913,1.8612,1.7514,1.8526,1.8656,1.9610,2.0454,1.9106,1.9252
3.1900,0.0406,2.0717,2.0209,1.9155,2.0040,2.0080,2.1342,2.2283,2.0909,2.1003
3.2000,0.1192,2.1917,2.1678,2.0675,2.1339,2.1379,2.2940,2.3972,2.2581,2.2624
3.2100,0.1971,2.3454,2.3013,2.2066,2.2591,2.2545,2.4395,2.5512,2.4112,2.4102
3.2200,0.2738,2.4372,2.4204,2.3318,2.3616,2.3570,2.5698,2.6892,2.5492,2.5430
3.2300,0.3487,2.5609,2.5244,2.4425,2.4587,2.4449,2.6841,2.8105,2.6712,2.6599
3.2400,0.4215,2.6217,2.6126,2.5378,2.5313,2.5176,2.7815,2.9142,2.7766,2.7602
3.2500,0.4917,2.7129,2.6846,2.6173,2.5965,2.5746,2.8617,2.9997,2.8646,2.8432
3.2600,0.5588,2.7405,2.7398,2.6804,2.6374,2.6155,2.9240,3.0665,2.9347,2.9084
3.2700,0.6225,2.7976,2.7779,2.7267,2.6705,2.6402,2.9681,3.1141,2.9864,2.9555
3.2800,0.6822,2.7908,2.7987,2.7560,2.6788,2.6485,2.9936,3.1423,3.0195,2.9842
3.2900,0.7377,2.8130,2.8020,2.7680,2.6771,2.6403,3.0005,3.1509,3.0337,2.9941
3.3000,0.7887,2.7713,2.7878,2.7627,2.6525,2.6156,2.9887,3.1399,3.0289,2.9854
3.3100,0.8347,2.7585,2.7563,2.7401,2.6183,2.5747,2.9582,3.1092,3.0052,2.9580
3.3200,0.8755,2.6825,2.7075,2.7004,2.5613,2.5177,2.9092,3.0591,2.9628,2.9122
3.3300,0.9109,2.6356,2.6419,2.6438,2.4934,2.4451,2.8421,2.9900,2.9018,2.8482
3.3400,0.9406,2.5265,2.5598,2.5707,2.4056,2.3572,2.7573,2.9022,2.8227,2.7663
3.3500,0.9644,2.4474,2.4617,2.4814,2.3075,2.2547,2.6552,2.7962,2.7259,2.6672
3.3600,0.9823,2.3073,2.3483,2.3767,2.1909,2.1382,2.5366,2.6728,2.6122,2.5514
3.3700,0.9940,2.1984,2.2202,2.2571,2.0632,2.0083,2.4022,2.5328,2.4820,2.4197
3.3800,0.9995,2.0304,2.0783,2.1233,1.9208,1.8659,2.2527,2.3769,2.3364,2.2728
3.3900,0.9988,1.8950,1.9234,1.9763,1.7686,1.7120,2.0892,2.2061,2.1761,2.1118
3.4000,0.9920,1.7026,1.7565,1.8169,1.6040,1.5473,1.9127,2.0216,2.0023,1.9375
3.4100,0.9789,1.5446,1.5786,1.6461,1.4291,1.3731,1.7241,1.8245,1.8159,1.7511
3.4200,0.9597,1.3320,1.3908,1.4650,1.2463,1.1903,1.5249,1.6159,1.6181,1.5537
3.4300,0.9346,1.1559,1.1944,1.2747,1.0550,1.0000,1.3161,1.3972,1.4102,1.3466
3.4400,0.9036,0.9279,0.9905,1.0764,0.8585,0.8036,1.0990,1.1698,1.1934,1.1311
3.4500,0.8671,0.7387,0.7804,0.8713,0.6539,0.6021,0.8751,0.9351,0.9691,0.9085
3.4600,0.8251,0.5003,0.5654,0.6607,0.4487,0.3970,0.6457,0.6945,0.7388,0.6801
3.4700,0.7780,0.3032,0.3468,0.4459,0.2371,0.1893,0.4123,0.4495,0.5037,0.4474
3.4800,0.7260,0.0599,0.1261,0.2283,0.0282,-0.0195,0.1762,0.2017,0.2655,0.2119
3.4900,0.6696,-0.1396,-0.0955,0.0092,-0.1861,-0.2283,-0.0610,-0.0475,0.0255,-0.0250
3.5000,0.6089,-0.3824,-0.3165,-0.2101,-0.3934,-0.4356,-0.2978,-0.2964,-0.2147,-0.2617
3.5100,0.5445,-0.5789,-0.5356,-0.4281,-0.6043,-0.6401,-0.5329,-0.5435,-0.4536,-0.4970
3.5200,0.4767,-0.8157,-0.7513,-0.6435,-0.8049,-0.8408,-0.7646,-0.7872,-0.6897,-0.7292
3.5300,0.4059,-1.0036,-0.9624,-0.8549,-1.0075,-1.0361,-0.9917,-1.0261,-0.9217,-0.9569
3.5400,0.3326,-1.2290,-1.1676,-1.0611,-1.1965,-1.2250,-1.2125,-1.2587,-1.1479,-1.1787
3.5500,0.2572,-1.4032,-1.3656,-1.2608,-1.3859,-1.4063,-1.4259,-1.4835,-1.3671,-1.3933
3.5600,0.1802,-1.6122,-1.5550,-1.4527,-1.5584,-1.5789,-1.6305,-1.6990,-1.5779,-1.5992
3.5700,0.1021,-1.7678,-1.7348,-1.6356,-1.7296,-1.7416,-1.8249,-1.9041,-1.7789,-1.7952
3.5800,0.0234,-1.9557,-1.9039,-1.8084,-1.8814,-1.8935,-2.0080,-2.0974,-1.9689,-1.9802
3.5900,-0.0555,-2.0883,-2.0611,-1.9700,-2.0306,-2.0336,-2.1786,-2.2776,-2.1466,-2.1529
3.6000,-0.1340,-2.2510,-2.2056,-2.1194,-2.1581,-2.1610,-2.3357,-2.4437,-2.3112,-2.3122
3.6100,-0.2117,-2.3567,-2.3363,-2.2557,-2.2806,-2.2750,-2.4783,-2.5947,-2.4613,-2.4572
3.6200,-0.2881,-2.4907,-2.4526,-2.3780,-2.3804,-2.3748,-2.6055,-2.7295,-2.5963,-2.5869
3.6300,-0.3627,-2.5665,-2.5536,-2.4855,-2.4746,-2.4598,-2.7165,-2.8475,-2.7151,-2.7007
3.6400,-0.4350,-2.6690,-2.6387,-2.5777,-2.5443,-2.5296,-2.8106,-2.9477,-2.8171,-2.7976
3.6500,-0.5047,-2.7123,-2.7075,-2.6539,-2.6064,-2.5836,-2.8873,-3.0296,-2.9016,-2.8773
3.6600,-0.5712,-2.7812,-2.7594,-2.7136,-2.6443,-2.6215,-2.9460,-3.0927,-2.9682,-2.9390
3.6700,-0.6341,-2.7905,-2.7942,-2.7564,-2.6742,-2.6431,-2.9864,-3.1366,-3.0163,-2.9826
3.6800,-0.6931,-2.8247,-2.8117,-2.7822,-2.6794,-2.6482,-3.0083,-3.1611,-3.0457,-3.0076
3.6900,-0.7477,-2.7992,-2.8116,-2.7907,-2.6745,-2.6369,-3.0114,-3.1659,-3.0562,-3.0140
3.7000,-0.7978,-2.7984,-2.7941,-2.7819,-2.6468,-2.6091,-2.9959,-3.1510,-3.0478,-3.0016
3.7100,-0.8428,-2.7382,-2.7592,-2.7559,-2.6095,-2.5651,-2.9617,-3.1166,-3.0204,-2.9707
3.7200,-0.8826,-2.7029,-2.7072,-2.7127,-2.5495,-2.5052,-2.9091,-3.0628,-2.9743,-2.9213
3.7300,-0.9169,-2.6090,-2.6384,-2.6528,-2.4785,-2.4296,-2.8384,-2.9900,-2.9098,-2.8538
3.7400,-0.9455,-2.5406,-2.5532,-2.5763,-2.3878,-2.3389,-2.7501,-2.8986,-2.8272,-2.7686
3.7500,-0.9682,-2.4148,-2.4521,-2.4839,-2.2870,-2.2337,-2.6447,-2.7893,-2.7271,-2.6662
3.7600,-0.9849,-2.3155,-2.3358,-2.3761,-2.1678,-2.1146,-2.5228,-2.6626,-2.6100,-2.5473
3.7700,-0.9955,-2.1604,-2.2050,-2.2535,-2.0375,-1.9823,-2.3853,-2.5194,-2.4768,-2.4125
3.7800,-0.9999,-2.0332,-2.0605,-2.1170,-1.8929,-1.8377,-2.2330,-2.3605,-2.3282,-2.2628
3.7900,-0.9980,-1.8522,-1.9032,-1.9673,-1.7384,-1.6816,-2.0668,-2.1870,-2.1652,-2.0991
3.8000,-0.9899,-1.7008,-1.7341,-1.8055,-1.5719,-1.5150,-1.8877,-2.0000,-1.9888,-1.9224
3.8100,-0.9757,-1.4978,-1.5542,-1.6325,-1.3952,-1.3391,-1.6969,-1.8005,-1.8001,-1.7337
3.8200,-0.9554,-1.3264,-1.3647,-1.4493,-1.2109,-1.1548,-1.4956,-1.5899,-1.6002,-1.5343
3.8300,-0.9292,-1.1060,-1.1667,-1.2572,-1.0182,-0.9633,-1.2850,-1.3694,-1.3904,-1.3255
3.8400,-0.8971,-0.9195,-0.9615,-1.0573,-0.8207,-0.7658,-1.0664,-1.1404,-1.1720,-1.1084
3.8500,-0.8595,-0.6866,-0.7503,-0.8509,-0.6151,-0.5636,-0.8411,-0.9044,-0.9464,-0.8845
3.8600,-0.8166,-0.4900,-0.5345,-0.6392,-0.4093,-0.3578,-0.6107,-0.6627,-0.7150,-0.6551
3.8700,-0.7685,-0.2500,-0.3153,-0.4236,-0.1973,-0.1498,-0.3765,-0.4170,-0.4791,-0.4217
3.8800,-0.7157,-0.0488,-0.0943,-0.2054,0.0116,0.0591,-0.1400,-0.1688,-0.2404,-0.1858
3.8900,-0.6584,0.1930,0.1273,0.0140,0.2259,0.2676,0.0974,0.0805,-0.0002,0.0513
3.9000,-0.5970,0.3933,0.3481,0.2333,0.4327,0.4745,0.3342,0.3292,0.2400,0.2880
3.9100,-0.5319,0.6313,0.5667,0.4511,0.6431,0.6785,0.5688,0.5758,0.4786,0.5228
3.9200,-0.4635,0.8253,0.7817,0.6660,0.8428,0.8782,0.7999,0.8188,0.7141,0.7543
3.9300,-0.3922,1.0541,0.9918,0.8768,1.0444,1.0724,1.0260,1.0567,0.9452,0.9811
3.9400,-0.3185,1.2364,1.1958,1.0820,1.2320,1.2600,1.2458,1.2880,1.1703,1.2017
3.9500,-0.2427,1.4508,1.3922,1.2805,1.4199,1.4397,1.4577,1.5112,1.3881,1.4148
3.9600,-0.1655,1.6164,1.5800,1.4709,1.5906,1.6105,1.6605,1.7249,1.5972,1.6191
3.9700,-0.0873,1.8115,1.7579,1.6522,1.7599,1.7712,1.8530,1.9279,1.7962,1.8132
3.9800,-0.0085,1.9559,1.9249,1.8231,1.9096,1.9209,2.0340,2.1188,1.9841,1.9959
3.9900,0.0704,2.1274,2.0798,1.9827,2.0564,2.0587,2.2022,2.2966,2.1595,2.1662
4.0000,0.1488,2.2464,2.2218,2.1298,2.1814,2.1836,2.3568,2.4599,2.3215,2.3230
4.0100,0.2263,2.3906,2.3499,2.2637,2.3013,2.2950,2.4967,2.6080,2.4689,2.4652
4.0200,0.3024,2.4807,2.4633,2.3834,2.3984,2.3921,2.6210,2.7397,2.6009,2.5921
4.0300,0.3766,2.5944,2.5614,2.4882,2.4897,2.4742,2.7289,2.8544,2.7167,2.7027
4.0400,0.4484,2.6530,2.6435,2.5776,2.5565,2.5410,2.8199,2.9513,2.8155,2.7965
4.0500,0.5175,2.7339,2.7091,2.6508,2.6155,2.5920,2.8933,3.0297,2.8968,2.8729
4.0600,0.5834,2.7591,2.7579,2.7075,2.6503,2.6268,2.9487,3.0893,2.9599,2.9313
4.0700,0.6456,2.8056,2.7895,2.7473,2.6771,2.6453,2.9858,3.1296,3.0046,2.9714
4.0800,0.7038,2.7961,2.8036,2.7700,2.6791,2.6473,3.0042,3.1504,3.0305,2.9930
4.0900,0.7576,2.8077,2.8003,2.7754,2.6711,2.6329,3.0039,3.1515,3.0375,2.9959
4.1000,0.8067,2.7634,2.7795,2.7635,2.6402,2.6020,2.9849,3.1330,3.0255,2.9801
4.1100,0.8508,2.7401,2.7415,2.7343,2.5997,2.5550,2.9474,3.0949,2.9947,2.9457
4.1200,0.8895,2.6616,2.6863,2.6881,2.5368,2.4920,2.8914,3.0376,2.9452,2.8929
4.1300,0.9228,2.6046,2.6143,2.6251,2.4629,2.4136,2.8175,2.9613,2.8772,2.8220
4.1400,0.9503,2.4933,2.5261,2.5458,2.3694,2.3201,2.7260,2.8665,2.7914,2.7336
4.1500,0.9719,2.4044,2.4221,2.4505,2.2657,2.2122,2.6175,2.7539,2.6880,2.6281
4.1600,0.9874,2.2627,2.3031,2.3400,2.1440,2.0905,2.4927,2.6241,2.5680,2.5061
4.1700,0.9968,2.1446,2.1696,2.2149,2.0112,1.9558,2.3524,2.4779,2.4318,2.3686
4.1800,1.0000,1.9755,2.0227,2.0759,1.8643,1.8090,2.1975,2.3162,2.2805,2.2162
4.1900,0.9970,1.8317,1.8631,1.9240,1.7076,1.6508,2.0289,2.1401,2.1150,2.0500
4.2000,0.9877,1.6389,1.6919,1.7601,1.5392,1.4824,1.8476,1.9507,1.9362,1.8710
4.2100,0.9723,1.4733,1.5101,1.5852,1.3608,1.3048,1.6548,1.7490,1.7453,1.6803
4.2200,0.9509,1.2612,1.3189,1.4004,1.1751,1.1191,1.4517,1.5365,1.5435,1.4791
4.2300,0.9235,1.0785,1.1195,1.2069,0.9809,0.9263,1.2396,1.3143,1.3321,1.2687
4.2400,0.8904,0.8518,0.9131,1.0058,0.7824,0.7279,1.0197,1.0839,1.1123,1.0503
4.2500,0.8518,0.6570,0.7010,0.7984,0.5760,0.5248,0.7935,0.8468,0.8855,0.8253
4.2600,0.8078,0.4210,0.4845,0.5860,0.3697,0.3186,0.5623,0.6043,0.6532,0.5951
4.2700,0.7589,0.2192,0.2649,0.3699,0.1573,0.1103,0.3276,0.3581,0.4167,0.3612
4.2800,0.7052,-0.0207,0.0437,0.1515,-0.0517,-0.0986,0.0909,0.1096,0.1776,0.1250
4.2900,0.6471,-0.2238,-0.1778,-0.0678,-0.2658,-0.3070,-0.1464,-0.1397,-0.0626,-0.1120
4.3000,0.5850,-0.4621,-0.3983,-0.2868,-0.4722,-0.5134,-0.3828,-0.3881,-0.3025,-0.3484
4.3100,0.5192,-0.6611,-0.6163,-0.5041,-0.6820,-0.7166,-0.6168,-0.6341,-0.5406,-0.5826
4.3200,0.4502,-0.8924,-0.8305,-0.7182,-0.8807,-0.9154,-0.8470,-0.8762,-0.7754,-0.8133
4.3300,0.3784,-1.0819,-1.0395,-0.9279,-1.0812,-1.1085,-1.0719,-1.1129,-1.0053,-1.0390
4.3400,0.3043,-1.3009,-1.2421,-1.1318,-1.2674,-1.2946,-1.2902,-1.3427,-1.2291,-1.2582
4.3500,0.2282,-1.4756,-1.4370,-1.3287,-1.4537,-1.4727,-1.5004,-1.5642,-1.4453,-1.4697
4.3600,0.1508,-1.6773,-1.6229,-1.5174,-1.6227,-1.6417,-1.7014,-1.7759,-1.6525,-1.6720
4.3700,0.0724,-1.8325,-1.7988,-1.6967,-1.7899,-1.8004,-1.8917,-1.9767,-1.8495,-1.8640
4.3800,-0.0065,-2.0123,-1.9635,-1.8654,-1.9375,-1.9479,-2.0702,-2.1652,-2.0351,-2.0444
4.3900,-0.0853,-2.1437,-2.1160,-2.0226,-2.0820,-2.0833,-2.2359,-2.3402,-2.2080,-2.2122
4.4000,-0.1636,-2.2977,-2.2554,-2.1672,-2.2044,-2.2058,-2.3877,-2.5007,-2.3672,-2.3662
4.4100,-0.2408,-2.4016,-2.3808,-2.2983,-2.3216,-2.3145,-2.5246,-2.6457,-2.5117,-2.5055
4.4200,-0.3166,-2.5262,-2.4913,-2.4152,-2.4159,-2.4088,-2.6458,-2.7743,-2.6407,-2.6293
4.4300,-0.3904,-2.5995,-2.5864,-2.5170,-2.5044,-2.4881,-2.7506,-2.8856,-2.7532,-2.7368
4.4400,-0.4617,-2.6922,-2.6654,-2.6032,-2.5682,-2.5519,-2.8382,-2.9789,-2.8487,-2.8272
4.4500,-0.5302,-2.7328,-2.7278,-2.6733,-2.6241,-2.5998,-2.9082,-3.0538,-2.9265,-2.9002
4.4600,-0.5954,-2.7917,-2.7733,-2.7267,-2.6559,-2.6316,-2.9601,-3.1097,-2.9861,-2.9551
4.4700,-0.6569,-2.7979,-2.8016,-2.7632,-2.6794,-2.6470,-2.9935,-3.1463,-3.0272,-2.9916
4.4800,-0.7143,-2.8220,-2.8124,-2.7825,-2.6783,-2.6459,-3.0084,-3.1633,-3.0495,-3.0096
4.4900,-0.7672,-2.7934,-2.8058,-2.7845,-2.6671,-2.6283,-3.0045,-3.1607,-3.0529,-3.0089
4.5000,-0.8154,-2.7825,-2.7817,-2.7692,-2.6332,-2.5944,-2.9819,-3.1384,-3.0373,-2.9895
4.5100,-0.8585,-2.7193,-2.7403,-2.7367,-2.5896,-2.5443,-2.9408,-3.0966,-3.0028,-2.9516
4.5200,-0.8963,-2.6742,-2.6819,-2.6872,-2.5237,-2.4784,-2.8813,-3.0356,-2.9497,-2.8953
4.5300,-0.9284,-2.5775,-2.6068,-2.6210,-2.4467,-2.3970,-2.8040,-2.9558,-2.8783,-2.8210
4.5400,-0.9548,-2.4996,-2.5155,-2.5385,-2.3505,-2.3008,-2.7092,-2.8575,-2.7891,-2.7292
4.5500,-0.9753,-2.3715,-2.4086,-2.4402,-2.2440,-2.1902,-2.5975,-2.7415,-2.6825,-2.6205
