freq,CFEAmp,fullAmp,expAmp,recAmp,shiftAvgAmp1,shiftAvgAmp9,shiftAvgAmp5,shiftAvgAmp3,shiftAvgAmp8
0.0500,0.1752,0,0.0533,2.3878,0.0181,0.0644,0.0893,2.3519,1.8548
0.0792,0.1752,0,0.0533,1.6620,0.0181,0.0644,0.0893,1.6249,1.6376
0.1256,0.1752,0,0.0533,1.1552,0.0181,0.0644,0.0893,1.1043,1.3398
0.1991,0.1752,0,0.0533,0.9061,0.0181,0.0644,0.0893,0.8696,0.9495
0.3155,0.1751,0,0.0533,0.7162,0.0181,0.0644,0.0893,0.6836,0.6984
0.5000,0.1750,0,0.0533,0.5519,0.0181,0.0644,0.0893,0.5436,0.5533
0.7924,0.1749,0,0.0533,0.4536,0.0181,0.0644,0.0893,0.4308,0.4384
1.2559,0.1744,0,0.0533,0.3630,0.0181,0.0644,0.0892,0.3419,0.3468
1.9905,0.1732,0,0.0533,0.2754,0.0181,0.0644,0.0892,0.2705,0.2749
3.1548,0.1703,0,0.0532,0.2339,0.0181,0.0644,0.0892,0.2147,0.2180
5.0000,0.1637,0,0.0532,0.1857,0.0181,0.0644,0.0891,0.1702,0.1730
7.9245,0.1502,0,0.0532,0.1353,0.0181,0.0643,0.0888,0.1352,0.1373
12.5594,0.1279,0,0.0531,0.1175,0.0181,0.0642,0.0881,0.1073,0.1090
19.9054,0.1003,0,0.0529,0.0948,0.0181,0.0638,0.0863,0.0852,0.0866
31.5479,0.0751,0,0.0523,0.0660,0.0181,0.0630,0.0821,0.0677,0.0688
50.0000,0.0569,0,0.0509,0.0584,0.0181,0.0609,0.0724,0.0538,0.0546
79.2447,0.0446,0,0.0479,0.0472,0.0181,0.0559,0.0535,0.0427,0.0434
125.5943,0.0356,0,0.0423,0.0326,0.0181,0.0453,0.0319,0.0339,0.0345
199.0536,0.0283,0,0.0341,0.0294,0.0180,0.0286,0.0282,0.0270,0.0274
315.4787,0.0225,0,0.0254,0.0230,0.0179,0.0207,0.0219,0.0214,0.0217
500.0000,0.0178,0,0.0184,0.0172,0.0176,0.0178,0.0174,0.0170,0.0173
792.4466,0.0142,0,0.0137,0.0143,0.0168,0.0139,0.0137,0.0135,0.0137
1255.9432,0.0113,0,0.0109,0.0103,0.0150,0.0110,0.0108,0.0108,0.0109
1990.5359,0.0089,0,0.0090,0.0093,0.0111,0.0087,0.0085,0.0086,0.0087
3154.7867,0.0071,0,0.0072,0.0076,0.0056,0.0069,0.0067,0.0069,0.0069
5000.0000,0.0056,0,0.0056,0.0053,0.0066,0.0055,0.0054,0.0055,0.0055
7924.4660,0.0044,0,0.0045,0.0044,0.0042,0.0044,0.0043,0.0044,0.0044
12559.4322,0.0035,0,0.0036,0.0034,0.0039,0.0036,0.0036,0.0036,0.0036
19905.3585,0.0026,0,0.0029,0.0028,0.0029,0.0030,0.0031,0.0030,0.0030
31547.8672,0.0018,0,0.0024,0.0023,0.0025,0.0025,0.0025,0.0025,0.0025
50000.0000,0.0000,0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
