freq,CFEAmp,fullAmp,expAmp,recAmp,shiftAvgAmp1,shiftAvgAmp9,shiftAvgAmp5,shiftAvgAmp3,shiftAvgAmp8
0.0500,5.6696,0,36.2291,31.2658,35.5045,9.8927,7.1351,0.5232,0.4981
0.0792,5.6698,0,36.2291,31.2658,35.5045,9.8928,7.1351,0.7505,0.6746
0.1256,5.6699,0,36.2291,31.2658,35.5045,9.8928,7.1352,0.9612,0.9100
0.1991,5.6706,0,36.2292,31.2658,35.5045,9.8929,7.1354,1.2354,1.1854
0.3155,5.6717,0,36.2293,31.2658,35.5045,9.8931,7.1360,1.5782,1.5108
0.5000,5.6743,0,36.2295,31.2658,35.5045,9.8936,7.1374,2.0045,1.9173
0.7924,5.6806,0,36.2302,31.2659,35.5046,9.8948,7.1408,2.5369,2.4278
1.2559,5.6964,0,36.2317,31.2661,35.5046,9.8979,7.1495,3.2046,3.0672
1.9905,5.7362,0,36.2357,31.2664,35.5048,9.9058,7.1712,4.0422,3.8696
3.1548,5.8348,0,36.2456,31.2674,35.5051,9.9255,7.2254,5.0928,4.8774
5.0000,6.0737,0,36.2705,31.2697,35.5060,9.9748,7.3596,6.4128,6.1440
7.9245,6.6271,0,36.3329,31.2754,35.5083,10.0975,7.6850,8.0704,7.7361
12.5594,7.8001,0,36.4884,31.2895,35.5139,10.3984,8.4398,10.1513,9.7376
19.9054,9.9676,0,36.8712,31.3243,35.5281,11.1135,10.0516,12.7635,12.2535
31.5479,13.3202,0,37.7867,31.4092,35.5638,12.7079,13.0881,16.0401,15.4155
50.0000,17.6027,0,39.8366,31.6142,35.6531,15.9015,17.9588,20.1464,19.3880
79.2447,22.4386,0,43.8392,32.0999,35.8764,21.4279,24.2738,25.2877,24.3765
125.5943,28.1236,0,50.0046,33.2158,36.4307,29.3452,30.7518,31.7152,30.6369
199.0536,35.3524,0,56.9171,35.6572,37.7828,38.1327,38.6625,39.7362,38.4867
315.4787,44.5209,0,62.8279,40.5827,40.9582,47.2445,49.2905,49.7231,48.3181
500.0000,56.0515,0,68.0730,49.4996,47.8861,59.9381,62.5804,62.1212,60.6119
792.4466,70.5694,0,75.1762,64.0144,61.3414,75.6048,79.2594,77.4548,75.9499
1255.9432,88.8556,0,87.9656,84.7743,83.7525,95.1315,99.9096,96.3301,95.0214
1990.5359,111.9068,0,110.0565,113.5001,113.9403,119.1487,124.9588,119.4288,118.6073
3154.7867,141.0218,0,141.0476,142.5029,142.9467,148.2594,154.4081,147.4967,147.5154
5000.0000,177.9797,0,176.7570,175.5513,175.2116,182.9127,187.5391,181.3499,182.4012
7924.4660,225.4896,0,222.1248,221.3227,221.1077,223.5037,223.5631,221.9601,223.4507
12559.4322,288.5834,0,277.2897,276.5782,276.3883,271.3597,265.7837,270.8258,271.4677
19905.3585,380.0023,0,342.1885,341.8201,341.6905,331.2147,324.7692,331.5410,331.2329
31547.8672,552.6941,0,409.0671,408.9001,408.8357,405.7053,404.9443,405.9078,405.6885
50000.0000,2593.6685,0,33.1119,33.1386,33.1386,33.7832,34.1043,33.7680,33.7840
