0.2	40	2	0.009
0	0	0	0
0.009	1	0.0909739	10.1082
0.018	1	0.184847	10.4304
0.027	1	0.274684	9.9818
0.036	1	0.358273	9.28767
0.045	1	0.434842	8.50765
0.054	1	0.504248	7.71179
0.063	1	0.566669	6.93569
0.072	1	0.622454	6.19834
0.081	1	0.672041	5.50967
0.09	1	0.71591	4.87429
0.099	1	0.754551	4.2935
0.108	1	0.78845	3.76657
0.117	1	0.818073	3.29144
0.126	1	0.843861	2.86533
0.135	1	0.866226	2.48498
0.144	1	0.885548	2.14693
0.153	1	0.902177	1.84767
0.162	1	0.916431	1.58373
0.171	1	0.928597	1.35179
0.18	1	0.938935	1.14867
0.189	1	0.947678	0.971408
0.198	1	0.955033	0.817238
0.207	1	0.961186	0.683618
0.216	1	0.9663	0.568221
0.225	1	0.97052	0.468929
0.234	1	0.973974	0.383822
0.243	1	0.976775	0.311171
0.252	1	0.97902	0.249423
0.261	1	0.980794	0.197189
0.27	1	0.982173	0.153231
0.279	1	0.983221	0.11645
0.288	1	0.983994	0.0858716
0.297	1	0.98454	0.0606364
0.306	1	0.9849	0.0399877
0.315	1	0.985109	0.0232611
0.324	1	0.985198	0.00987532
0.333	1	0.985192	-0.000676901
0.342	1	0.985113	-0.00883699
0.351	1	0.984978	-0.0149879
0.36	1	0.984802	-0.019461
0.369	1	0.9846	-0.0225417
0.378	1	0.984379	-0.0244757
0.387	1	0.98415	-0.0254733
0.396	1	0.983919	-0.0257137
0.405	1	0.98369	-0.0253496
0.414	1	0.98347	-0.0245101
0.423	1	0.98326	-0.023304
0.432	1	0.983064	-0.0218225
0.441	1	0.982882	-0.0201417
0.45	1	0.982718	-0.0183245
0.459	1	0.98257	-0.0164227
0.468	1	0.982439	-0.0144785
0.477	1	0.982327	-0.0125259
0.486	1	0.982231	-0.0105922
0.495	1	0.982153	-0.00869851
0.504	1	0.982091	-0.00686137
0.513	1	0.982046	-0.00509302
0.522	1	0.982015	-0.00340234
0.531	1	0.981999	-0.00179538
0.54	1	0.981996	-0.000275881
0.549	1	0.982007	0.0011543
0.558	1	0.982029	0.00249482
0.567	1	0.982063	0.00374653
0.576	1	0.982107	0.00491124
0.585	1	0.982161	0.00599145
0.594	1	0.982224	0.00699024
0.603	1	0.982295	0.00791102
0.612	1	0.982374	0.00875751
0.621	1	0.98246	0.00953356
0.63	1	0.982552	0.0102431
0.639	1	0.98265	0.0108901
0.648	1	0.982753	0.0114783
0.657	1	0.982861	0.0120117
0.666	1	0.982974	0.0124939
0.675	1	0.98309	0.0129285
0.684	1	0.98321	0.0133188
0.693	1	0.983333	0.0136681
0.702	1	0.983459	0.0139794
0.711	1	0.983587	0.0142556
0.72	1	0.983718	0.0144994
0.729	1	0.98385	0.0147134
0.738	1	0.983984	0.0148998
0.747	1	0.98412	0.015061
0.756	1	0.984256	0.0151989
0.765	1	0.984394	0.0153154
0.774	1	0.984533	0.0154123
0.783	1	0.984672	0.0154913
0.792	1	0.984812	0.0155537
0.801	1	0.984953	0.015601
0.81	1	0.985094	0.0156345
0.819	1	0.985234	0.0156553
0.828	1	0.985375	0.0156645
0.837	1	0.985516	0.0156631
0.846	1	0.985657	0.015652
0.855	1	0.985798	0.015632
0.864	1	0.985938	0.0156039
0.873	1	0.986078	0.0155683
0.882	1	0.986218	0.015526
0.891	1	0.986357	0.0154775
0.9	1	0.986496	0.0154234
0.909	1	0.986635	0.0153641
0.918	1	0.986772	0.0153001
0.927	1	0.986909	0.0152318
0.936	1	0.987046	0.0151596
0.945	1	0.987182	0.0150838
0.954	1	0.987317	0.0150048
0.963	1	0.987451	0.0149229
0.972	1	0.987584	0.0148383
0.981	1	0.987717	0.0147512
0.99	1	0.987849	0.014662
0.999	1	0.98798	0.0145708
1.008	1	0.988111	0.0144778
1.017	1	0.98824	0.0143832
1.026	1	0.988369	0.0142872
1.035	1	0.988496	0.0141899
1.044	1	0.988623	0.0140914
1.053	1	0.988749	0.0139919
1.062	1	0.988874	0.0138915
