Time,R,U,Theta,Phi,ThetaDot,PhiDot,Total Angle,Error,Digital Control
0.03,0.2,0.315364,0.00722202,-0.00712247,0.382054,-0.367374,9.95491e-005,0.199908,0.286726
0.0305,0.2,0.315683,0.00741416,-0.00730675,0.384056,-0.368556,0.000107413,0.1999,0.286726
0.031,0.2,0.315997,0.00760725,-0.00749155,0.385958,-0.369612,0.000115701,0.199893,0.286726
0.0315,0.2,0.316307,0.00780125,-0.00767682,0.38776,-0.370544,0.000124425,0.199884,0.286726
0.032,0.2,0.316613,0.0079961,-0.0078625,0.389466,-0.371353,0.000133597,0.199876,0.286726
0.0325,0.2,0.316915,0.00819175,-0.00804852,0.391078,-0.372042,0.000143231,0.199866,0.286726
0.033,0.2,0.317213,0.00838816,-0.00823482,0.392597,-0.372613,0.00015334,0.199857,0.286726
0.0335,0.2,0.317508,0.00858529,-0.00842136,0.394025,-0.373067,0.000163936,0.199847,0.286726
0.034,0.2,0.317799,0.00878309,-0.00860806,0.395364,-0.373406,0.000175033,0.199836,0.286726
0.0345,0.2,0.318086,0.00898152,-0.00879487,0.396617,-0.373633,0.000186643,0.199825,0.287879
0.035,0.2,0.318369,0.00918053,-0.00898175,0.397785,-0.373749,0.00019878,0.199813,0.287879
0.0355,0.2,0.318649,0.00938008,-0.00916862,0.39887,-0.373755,0.000211456,0.199801,0.287879
0.036,0.2,0.318925,0.00958013,-0.00935545,0.399874,-0.373655,0.000224685,0.199789,0.287879
0.0365,0.2,0.319197,0.00978065,-0.00954217,0.400799,-0.373449,0.000238479,0.199775,0.287879
0.037,0.2,0.319466,0.00998159,-0.00972874,0.401647,-0.373139,0.000252853,0.199762,0.287879
0.0375,0.2,0.319732,0.0101829,-0.0099151,0.402419,-0.372727,0.000267818,0.199747,0.287879
0.038,0.2,0.319994,0.0103846,-0.0101012,0.403117,-0.372216,0.000283389,0.199732,0.287879
0.0385,0.2,0.320253,0.0105866,-0.010287,0.403742,-0.371605,0.000299577,0.199717,0.287879
0.039,0.2,0.320509,0.0107889,-0.0104725,0.404298,-0.370898,0.000316397,0.1997,0.287879
0.0395,0.2,0.320761,0.0109914,-0.0106575,0.404785,-0.370097,0.000333862,0.199684,0.287879
0.04,0.2,0.32101,0.0111941,-0.0108421,0.405204,-0.369201,0.000351984,0.199666,0.29229
0.0405,0.2,0.321256,0.011397,-0.0110262,0.405559,-0.368215,0.000370777,0.199648,0.29229
0.041,0.2,0.321498,0.0116,-0.0112098,0.405849,-0.367138,0.000390253,0.199629,0.29229
0.0415,0.2,0.321738,0.0118032,-0.0113928,0.406078,-0.365973,0.000410426,0.19961,0.29229
0.042,0.2,0.321974,0.0120064,-0.0115751,0.406246,-0.364722,0.000431309,0.19959,0.29229
0.0425,0.2,0.322207,0.0122097,-0.0117568,0.406355,-0.363385,0.000452915,0.199569,0.29229
0.043,0.2,0.322437,0.0124131,-0.0119378,0.406406,-0.361965,0.000475256,0.199547,0.29229
0.0435,0.2,0.322663,0.0126164,-0.012118,0.406401,-0.360463,0.000498346,0.199525,0.29229
0.044,0.2,0.322887,0.0128197,-0.0122975,0.406342,-0.358882,0.000522197,0.199502,0.29229
0.0445,0.2,0.323108,0.0130229,-0.0124761,0.406231,-0.357221,0.000546823,0.199478,0.29229
0.045,0.2,0.323325,0.0132261,-0.0126538,0.406067,-0.355483,0.000572236,0.199453,0.29229
0.0455,0.2,0.32354,0.0134291,-0.0128307,0.405854,-0.35367,0.000598449,0.199428,0.292957
0.046,0.2,0.323751,0.013632,-0.0130065,0.405591,-0.351782,0.000625474,0.199402,0.292957
0.0465,0.2,0.32396,0.0138348,-0.0131815,0.405282,-0.349822,0.000653324,0.199375,0.292957
0.047,0.2,0.324165,0.0140374,-0.0133554,0.404926,-0.347791,0.000682013,0.199347,0.292957
0.0475,0.2,0.324368,0.0142397,-0.0135282,0.404527,-0.345691,0.000711551,0.199318,0.292957
0.048,0.2,0.324567,0.0144419,-0.0137,0.404083,-0.343522,0.000741952,0.199288,0.292957
0.0485,0.2,0.324764,0.0146438,-0.0138706,0.403598,-0.341286,0.000773228,0.199258,0.292957
0.049,0.2,0.324957,0.0148455,-0.0140401,0.403073,-0.338986,0.000805392,0.199227,0.292957
0.0495,0.2,0.325148,0.0150469,-0.0142084,0.402508,-0.336621,0.000838455,0.199195,0.292957
0.05,0.2,0.325335,0.0152479,-0.0143755,0.401904,-0.334194,0.000872429,0.199162,0.292957
0.0505,0.2,0.32552,0.0154487,-0.0145414,0.401264,-0.331706,0.000907328,0.199128,0.292957
0.051,0.2,0.325702,0.0156491,-0.0147059,0.400589,-0.329158,0.000943162,0.199093,0.290816
0.0515,0.2,0.32588,0.0158491,-0.0148692,0.399879,-0.326552,0.000979945,0.199057,0.290816
0.052,0.2,0.326056,0.0160488,-0.0150311,0.399135,-0.32389,0.00101769,0.19902,0.290816
0.0525,0.2,0.326229,0.0162481,-0.0151917,0.39836,-0.321171,0.0010564,0.198982,0.290816
0.053,0.2,0.326399,0.016447,-0.0153509,0.397553,-0.318398,0.0010961,0.198944,0.290816
0.0535,0.2,0.326566,0.0166455,-0.0155087,0.396717,-0.315572,0.00113679,0.198904,0.290816
0.054,0.2,0.326731,0.0168435,-0.0156651,0.395852,-0.312695,0.00117848,0.198863,0.290816
0.0545,0.2,0.326892,0.0170411,-0.0158199,0.39496,-0.309767,0.0012212,0.198822,0.290816
0.055,0.2,0.32705,0.0172383,-0.0159733,0.394041,-0.30679,0.00126494,0.198779,0.290816
0.0555,0.2,0.327206,0.0174349,-0.0161252,0.393096,-0.303765,0.00130972,0.198735,0.290816
0.056,0.2,0.327358,0.0176311,-0.0162756,0.392127,-0.300694,0.00135556,0.19869,0.290816
0.0565,0.2,0.327508,0.0178268,-0.0164244,0.391134,-0.297577,0.00140245,0.198644,0.289756
0.057,0.2,0.327655,0.018022,-0.0165716,0.390119,-0.294416,0.00145042,0.198598,0.289756
0.0575,0.2,0.327799,0.0182166,-0.0167172,0.389083,-0.291212,0.00149947,0.19855,0.289756
0.058,0.2,0.32794,0.0184108,-0.0168612,0.388026,-0.287966,0.00154961,0.198501,0.289756
0.0585,0.2,0.328078,0.0186044,-0.0170035,0.386949,-0.28468,0.00160086,0.19845,0.289756
0.059,0.2,0.328213,0.0187974,-0.0171442,0.385854,-0.281354,0.00165323,0.198399,0.289756
0.0595,0.2,0.328345,0.0189899,-0.0172832,0.384741,-0.27799,0.00170672,0.198347,0.289756
0.06,0.2,0.328475,0.0191818,-0.0174205,0.383612,-0.274589,0.00176135,0.198293,0.289756
0.0605,0.2,0.328601,0.0193731,-0.017556,0.382467,-0.271152,0.00181712,0.198239,0.289756
0.061,0.2,0.328725,0.0195639,-0.0176899,0.381306,-0.26768,0.00187404,0.198183,0.289756
0.0615,0.2,0.328845,0.0197541,-0.017822,0.380132,-0.264174,0.00193214,0.198126,0.289756
0.062,0.2,0.328963,0.0199437,-0.0179523,0.378944,-0.260635,0.0019914,0.198068,0.288272
0.0625,0.2,0.329078,0.0201327,-0.0180808,0.377744,-0.257065,0.00205186,0.198009,0.288272
0.063,0.2,0.32919,0.020321,-0.0182075,0.376532,-0.253464,0.0021135,0.197948,0.288272
0.0635,0.2,0.329299,0.0205088,-0.0183325,0.37531,-0.249834,0.00217635,0.197886,0.288272
0.064,0.2,0.329405,0.020696,-0.0184555,0.374077,-0.246176,0.00224041,0.197824,0.288272
0.0645,0.2,0.329508,0.0208825,-0.0185768,0.372835,-0.24249,0.0023057,0.19776,0.288272
0.065,0.2,0.329609,0.0210684,-0.0186962,0.371585,-0.238778,0.00237221,0.197694,0.288272
0.0655,0.2,0.329706,0.0212537,-0.0188137,0.370326,-0.23504,0.00243996,0.197628,0.288272
0.066,0.2,0.329801,0.0214383,-0.0189293,0.369061,-0.231278,0.00250897,0.19756,0.288272
0.0665,0.2,0.329892,0.0216223,-0.0190431,0.36779,-0.227492,0.00257922,0.197491,0.288272
0.067,0.2,0.329981,0.0218057,-0.0191549,0.366513,-0.223685,0.00265075,0.197421,0.288272
0.0675,0.2,0.330066,0.0219884,-0.0192648,0.365231,-0.219855,0.00272354,0.197349,0.287266
0.068,0.2,0.330149,0.0221705,-0.0193728,0.363945,-0.216006,0.00279762,0.197276,0.287266
0.0685,0.2,0.330229,0.0223519,-0.0194789,0.362655,-0.212136,0.00287299,0.197202,0.287266
0.069,0.2,0.330306,0.0225327,-0.019583,0.361362,-0.208249,0.00294965,0.197127,0.287266
0.0695,0.2,0.33038,0.0227128,-0.0196852,0.360068,-0.204343,0.00302762,0.19705,0.287266
0.07,0.2,0.330451,0.0228923,-0.0197854,0.358771,-0.200421,0.00310691,0.196972,0.287266
0.0705,0.2,0.330519,0.0230712,-0.0198837,0.357474,-0.196483,0.00318751,0.196893,0.287266
0.071,0.2,0.330584,0.0232494,-0.0199799,0.356176,-0.192529,0.00326944,0.196812,0.287266
0.0715,0.2,0.330646,0.0234269,-0.0200742,0.354878,-0.188562,0.0033527,0.196731,0.287266
0.072,0.2,0.330705,0.0236038,-0.0201665,0.353581,-0.184582,0.00343731,0.196647,0.287266
0.0725,0.2,0.330762,0.02378,-0.0202568,0.352286,-0.180589,0.00352326,0.196563,0.287266
0.073,0.2,0.330815,0.0239556,-0.0203451,0.350992,-0.176584,0.00361057,0.196477,0.286331
0.0735,0.2,0.330865,0.0241306,-0.0204314,0.349701,-0.172569,0.00369924,0.196389,0.286331
0.074,0.2,0.330913,0.0243049,-0.0205156,0.348413,-0.168544,0.00378928,0.196301,0.286331
0.0745,0.2,0.330957,0.0244786,-0.0205979,0.347128,-0.16451,0.00388069,0.196211,0.286331
0.075,0.2,0.330999,0.0246516,-0.0206781,0.345847,-0.160467,0.00397348,0.196119,0.286331
0.0755,0.2,0.331037,0.024824,-0.0207563,0.344571,-0.156418,0.00406766,0.196027,0.286331
0.076,0.2,0.331073,0.0249957,-0.0208325,0.343299,-0.152361,0.00416323,0.195932,0.286331
0.0765,0.2,0.331105,0.0251669,-0.0209067,0.342034,-0.148298,0.0042602,0.195837,0.286331
0.077,0.2,0.331135,0.0253374,-0.0209788,0.340774,-0.144231,0.00435858,0.19574,0.286331
0.0775,0.2,0.331161,0.0255072,-0.0210489,0.33952,-0.140159,0.00445836,0.195641,0.286331
0.078,0.2,0.331185,0.0256765,-0.0211169,0.338274,-0.136083,0.00455955,0.195542,0.286331
0.0785,0.2,0.331205,0.0258451,-0.0211829,0.337034,-0.132004,0.00466217,0.19544,0.284896
0.079,0.2,0.331223,0.0260131,-0.0212469,0.335803,-0.127923,0.00476621,0.195338,0.284896
0.0795,0.2,0.331238,0.0261805,-0.0213088,0.334579,-0.123841,0.00487168,0.195234,0.284896
0.08,0.2,0.331249,0.0263472,-0.0213687,0.333364,-0.119758,0.00497858,0.195128,0.284896
0.0805,0.2,0.331258,0.0265134,-0.0214265,0.332158,-0.115675,0.00508692,0.195021,0.284896
0.081,0.2,0.331264,0.026679,-0.0214823,0.330961,-0.111592,0.0051967,0.194913,0.284896
0.0815,0.2,0.331266,0.026844,-0.021536,0.329774,-0.10751,0.00530793,0.194803,0.284896
0.082,0.2,0.331266,0.0270084,-0.0215878,0.328597,-0.103431,0.00542062,0.194692,0.284896
0.0825,0.2,0.331263,0.0271722,-0.0216374,0.32743,-0.099354,0.00553475,0.194579,0.284896
0.083,0.2,0.331257,0.0273354,-0.0216851,0.326275,-0.0952803,0.00565035,0.194465,0.284896
0.0835,0.2,0.331247,0.0274981,-0.0217307,0.32513,-0.0912105,0.0057674,0.19435,0.284896
0.084,0.2,0.331235,0.0276602,-0.0217743,0.323996,-0.0871452,0.00588592,0.194233,0.283196
0.0845,0.2,0.33122,0.0278217,-0.0218158,0.322875,-0.083085,0.00600592,0.194114,0.283196
0.085,0.2,0.331201,0.0279827,-0.0218553,0.321765,-0.0790305,0.00612738,0.193994,0.283196
0.0855,0.2,0.33118,0.0281431,-0.0218928,0.320668,-0.0749824,0.00625032,0.193873,0.283196
0.086,0.2,0.331156,0.028303,-0.0219283,0.319583,-0.0709411,0.00637473,0.19375,0.283196
0.0865,0.2,0.331129,0.0284624,-0.0219617,0.318512,-0.0669074,0.00650063,0.193625,0.283196
0.087,0.2,0.331098,0.0286212,-0.0219932,0.317453,-0.0628818,0.00662801,0.193499,0.283196
0.0875,0.2,0.331065,0.0287795,-0.0220226,0.316409,-0.0588648,0.00675688,0.193372,0.283196
0.088,0.2,0.331029,0.0289373,-0.02205,0.315377,-0.054857,0.00688723,0.193243,0.283196
0.0885,0.2,0.330989,0.0290945,-0.0220755,0.31436,-0.050859,0.00701908,0.193113,0.283196
0.089,0.2,0.330947,0.0292513,-0.0220989,0.313357,-0.0468712,0.00715241,0.192981,0.283196
0.0895,0.2,0.330902,0.0294076,-0.0221203,0.312369,-0.0428943,0.00728724,0.192848,0.281132
0.09,0.2,0.330853,0.0295634,-0.0221398,0.311395,-0.0389288,0.00742357,0.192713,0.281132
0.0905,0.2,0.330802,0.0297187,-0.0221573,0.310437,-0.0349751,0.00756139,0.192576,0.281132
0.091,0.2,0.330748,0.0298735,-0.0221728,0.309493,-0.0310338,0.00770071,0.192439,0.281132
0.0915,0.2,0.330691,0.0300279,-0.0221864,0.308565,-0.0271053,0.00784154,0.192299,0.281132
0.092,0.2,0.33063,0.0301818,-0.022198,0.307652,-0.0231902,0.00798386,0.192158,0.281132
0.0925,0.2,0.330567,0.0303353,-0.0222076,0.306755,-0.019289,0.00812768,0.192016,0.281132
0.093,0.2,0.330501,0.0304883,-0.0222153,0.305875,-0.0154021,0.00827301,0.191872,0.281132
0.0935,0.2,0.330432,0.0306409,-0.0222211,0.30501,-0.0115299,0.00841984,0.191727,0.281132
0.094,0.2,0.330359,0.0307931,-0.0222249,0.304161,-0.00767306,0.00856818,0.19158,0.281132
0.0945,0.2,0.330284,0.0309448,-0.0222268,0.303329,-0.00383186,0.00871801,0.191432,0.281132
0.095,0.2,0.330206,0.0310962,-0.0222268,0.302514,-6.81181e-006,0.00886936,0.191282,0.278784
0.0955,0.2,0.330125,0.0312471,-0.0222249,0.301715,0.00380167,0.00902221,0.191131,0.278784
0.096,0.2,0.33004,0.0313977,-0.0222211,0.300934,0.00759315,0.00917656,0.190978,0.278784
0.0965,0.2,0.329953,0.0315479,-0.0222154,0.300169,0.0113672,0.00933242,0.190823,0.278784
0.097,0.2,0.329863,0.0316977,-0.0222079,0.299422,0.0151234,0.00948978,0.190668,0.278784
0.0975,0.2,0.32977,0.0318471,-0.0221984,0.298691,0.0188614,0.00964864,0.19051,0.278784
0.098,0.2,0.329674,0.0319962,-0.0221872,0.297979,0.0225808,0.00980901,0.190351,0.278784
0.0985,0.2,0.329575,0.0321449,-0.022174,0.297284,0.0262811,0.00997088,0.190191,0.278784
0.099,0.2,0.329473,0.0322933,-0.022159,0.296606,0.0299621,0.0101343,0.190029,0.278784
0.0995,0.2,0.329368,0.0324413,-0.0221422,0.295946,0.0336232,0.0102991,0.189866,0.278784
0.1,0.2,0.32926,0.0325891,-0.0221236,0.295305,0.0372642,0.0104655,0.189701,0.278784
0.1005,0.2,0.329149,0.0327365,-0.0221031,0.294681,0.0408847,0.0106334,0.189534,0.276224
0.101,0.2,0.329036,0.0328836,-0.0220809,0.294075,0.0444844,0.0108027,0.189367,0.276224
0.1015,0.2,0.328919,0.0330305,-0.0220569,0.293487,0.0480628,0.0109736,0.189197,0.276224
0.102,0.2,0.328799,0.033177,-0.0220311,0.292917,0.0516197,0.011146,0.189026,0.276224
0.1025,0.2,0.328676,0.0333233,-0.0220035,0.292366,0.0551547,0.0113198,0.188854,0.276224
0.103,0.2,0.328551,0.0334693,-0.0219741,0.291833,0.0586675,0.0114951,0.18868,0.276224
0.1035,0.2,0.328422,0.033615,-0.0219431,0.291318,0.0621578,0.011672,0.188505,0.276224
0.104,0.2,0.328291,0.0337605,-0.0219103,0.290822,0.0656253,0.0118503,0.188328,0.276224
0.1045,0.2,0.328157,0.0339058,-0.0218757,0.290344,0.0690696,0.0120301,0.18815,0.276224
0.105,0.2,0.32802,0.0340508,-0.0218395,0.289885,0.0724906,0.0122113,0.18797,0.276224
0.1055,0.2,0.32788,0.0341956,-0.0218015,0.289444,0.0758877,0.0123941,0.187789,0.276224
0.106,0.2,0.327736,0.0343402,-0.0217619,0.289022,0.0792609,0.0125783,0.187606,0.273407
0.1065,0.2,0.327591,0.0344846,-0.0217206,0.288618,0.0826098,0.012764,0.187422,0.273407
0.107,0.2,0.327442,0.0346288,-0.0216776,0.288233,0.0859341,0.0129512,0.187236,0.273407
0.1075,0.2,0.32729,0.0347728,-0.021633,0.287867,0.0892337,0.0131398,0.187049,0.273407
0.108,0.2,0.327136,0.0349167,-0.0215868,0.287519,0.0925081,0.0133299,0.18686,0.273407
0.1085,0.2,0.326978,0.0350604,-0.0215389,0.28719,0.0957572,0.0135215,0.18667,0.273407
0.109,0.2,0.326818,0.0352039,-0.0214894,0.28688,0.0989807,0.0137145,0.186479,0.273407
0.1095,0.2,0.326655,0.0353473,-0.0214383,0.286588,0.102178,0.013909,0.186285,0.273407
0.11,0.2,0.326489,0.0354905,-0.0213856,0.286315,0.10535,0.0141049,0.186091,0.273407
0.1105,0.2,0.32632,0.0356336,-0.0213314,0.286061,0.108496,0.0143023,0.185895,0.273407
0.111,0.2,0.326148,0.0357766,-0.0212756,0.285825,0.111614,0.0145011,0.185698,0.273407
0.1115,0.2,0.325974,0.0359195,-0.0212182,0.285608,0.114707,0.0147013,0.185499,0.270344
0.112,0.2,0.325797,0.0360623,-0.0211593,0.285409,0.117772,0.014903,0.185299,0.270344
0.1125,0.2,0.325617,0.036205,-0.0210989,0.285229,0.12081,0.0151061,0.185097,0.270344
0.113,0.2,0.325434,0.0363476,-0.021037,0.285068,0.123821,0.0153106,0.184894,0.270344
0.1135,0.2,0.325248,0.0364902,-0.0209736,0.284924,0.126804,0.0155166,0.184689,0.270344
0.114,0.2,0.32506,0.0366327,-0.0209087,0.2848,0.12976,0.0157239,0.184483,0.270344
0.1145,0.2,0.324868,0.0367751,-0.0208424,0.284694,0.132688,0.0159327,0.184276,0.270344
0.115,0.2,0.324674,0.0369175,-0.0207746,0.284606,0.135587,0.0161429,0.184067,0.270344
0.1155,0.2,0.324478,0.0370598,-0.0207054,0.284537,0.138459,0.0163545,0.183857,0.270344
0.116,0.2,0.324278,0.0372022,-0.0206347,0.284485,0.141302,0.0165674,0.183646,0.270344
0.1165,0.2,0.324076,0.0373445,-0.0205627,0.284452,0.144116,0.0167818,0.183433,0.270344
0.117,0.2,0.323871,0.0374868,-0.0204892,0.284438,0.146902,0.0169976,0.183218,0.267026
0.1175,0.2,0.323663,0.0376291,-0.0204144,0.284441,0.149659,0.0172147,0.183002,0.267026
0.118,0.2,0.323452,0.0377714,-0.0203382,0.284462,0.152387,0.0174332,0.182785,0.267026
0.1185,0.2,0.323239,0.0379137,-0.0202606,0.284501,0.155086,0.0176531,0.182567,0.267026
0.119,0.2,0.323023,0.0380561,-0.0201818,0.284559,0.157756,0.0178743,0.182347,0.267026
0.1195,0.2,0.322805,0.0381985,-0.0201016,0.284634,0.160397,0.0180969,0.182126,0.267026
0.12,0.2,0.322584,0.0383409,-0.0200201,0.284726,0.163007,0.0183209,0.181903,0.267026
0.1205,0.2,0.32236,0.0384834,-0.0199373,0.284837,0.165589,0.0185462,0.181679,0.267026
0.121,0.2,0.322133,0.038626,-0.0198532,0.284965,0.16814,0.0187728,0.181454,0.267026
0.1215,0.2,0.321904,0.0387686,-0.0197679,0.28511,0.170662,0.0190008,0.181227,0.267026
0.122,0.2,0.321672,0.0389114,-0.0196813,0.285273,0.173154,0.0192301,0.180999,0.267026
0.1225,0.2,0.321438,0.0390542,-0.0195935,0.285453,0.175616,0.0194607,0.18077,0.263454
0.123,0.2,0.321201,0.0391971,-0.0195044,0.28565,0.178048,0.0196926,0.180539,0.263454
0.1235,0.2,0.320961,0.0393401,-0.0194142,0.285864,0.180449,0.0199259,0.180307,0.263454
0.124,0.2,0.320719,0.0394832,-0.0193228,0.286096,0.18282,0.0201604,0.180074,0.263454
0.1245,0.2,0.320474,0.0396265,-0.0192302,0.286344,0.185161,0.0203963,0.17984,0.263454
0.125,0.2,0.320226,0.0397699,-0.0191365,0.286609,0.187472,0.0206334,0.179604,0.263454
0.1255,0.2,0.319976,0.0399134,-0.0190416,0.286891,0.189752,0.0208718,0.179367,0.263454
0.126,0.2,0.319724,0.0400571,-0.0189456,0.287189,0.192002,0.0211115,0.179128,0.263454
0.1265,0.2,0.319468,0.0402009,-0.0188485,0.287504,0.194221,0.0213524,0.178889,0.263454
0.127,0.2,0.319211,0.0403449,-0.0187503,0.287835,0.196409,0.0215946,0.178648,0.263454
0.1275,0.2,0.318951,0.0404891,-0.018651,0.288183,0.198567,0.0218381,0.178405,0.263454
0.128,0.2,0.318688,0.0406335,-0.0185507,0.288546,0.200694,0.0220828,0.178162,0.259648
0.1285,0.2,0.318423,0.040778,-0.0184493,0.288926,0.20279,0.0223287,0.177917,0.259648
0.129,0.2,0.318155,0.0409228,-0.0183469,0.289321,0.204856,0.0225759,0.177671,0.259648
