0.5436	0.211	2	0.0002
3.2076	-0.2	-0.0948075	-0.105193	0.015212
3.2078	-0.2	-0.0950652	-0.104935	0.0141466
3.208	-0.2	-0.0953215	-0.104679	0.0130843
3.2082	-0.2	-0.0955761	-0.104424	0.012025
3.2084	-0.2	-0.0958293	-0.104171	0.0109686
3.2086	-0.2	-0.096081	-0.103919	0.00991527
3.2088	-0.2	-0.0963311	-0.103669	0.00886486
3.209	-0.2	-0.0965798	-0.10342	0.00781737
3.2092	-0.2	-0.0968271	-0.103173	0.00677278
3.2094	-0.2	-0.0970729	-0.102927	0.00573109
3.2096	-0.2	-0.0973172	-0.102683	0.00469225
3.2098	-0.2	-0.0975602	-0.10244	0.00365626
3.21	-0.2	-0.0978017	-0.102198	0.0026231
3.2102	-0.2	-0.0980419	-0.101958	0.00159274
3.2104	-0.2	-0.0982806	-0.101719	0.000565158
3.2106	-0.2	-0.098518	-0.101482	-0.000459657
3.2108	-0.2	-0.0987541	-0.101246	-0.00148173
3.211	-0.2	-0.0989888	-0.101011	-0.00250107
3.2112	-0.2	-0.0992222	-0.100778	-0.00351771
3.2114	-0.2	-0.0994542	-0.100546	-0.00453166
3.2116	-0.2	-0.099685	-0.100315	-0.00554294
3.2118	-0.2	-0.0999144	-0.100086	-0.00655157
3.212	-0.2	-0.100143	-0.0998574	-0.00755757
3.2122	-0.2	-0.10037	-0.0996305	-0.00856096
3.2124	-0.2	-0.100595	-0.0994048	-0.00956174
3.2126	-0.2	-0.10082	-0.0991804	-0.01056
3.2128	-0.2	-0.101043	-0.0989573	-0.0115556
3.213	-0.2	-0.101265	-0.0987353	-0.0125487
3.2132	-0.2	-0.101485	-0.0985146	-0.0135393
3.2134	-0.2	-0.101705	-0.0982951	-0.0145273
3.2136	-0.2	-0.101923	-0.0980767	-0.0155129
3.2138	-0.2	-0.10214	-0.0978596	-0.016496
3.214	-0.2	-0.102356	-0.0976436	-0.0174766
3.2142	-0.2	-0.102571	-0.0974288	-0.0184548
3.2144	-0.2	-0.102785	-0.0972151	-0.0194306
3.2146	-0.2	-0.102997	-0.0970026	-0.0204039
3.2148	-0.2	-0.103209	-0.0967912	-0.0213748
3.215	-0.2	-0.103419	-0.0965809	-0.0223434
3.2152	-0.2	-0.103628	-0.0963718	-0.0233096
3.2154	-0.2	-0.103836	-0.0961637	-0.0242734
3.2156	-0.2	-0.104043	-0.0959567	-0.0252349
3.2158	-0.2	-0.104249	-0.0957509	-0.0261941
3.216	-0.2	-0.104454	-0.0955461	-0.027151
3.2162	-0.2	-0.104658	-0.0953423	-0.0281055
3.2164	-0.2	-0.10486	-0.0951397	-0.0290578
3.2166	-0.2	-0.105062	-0.094938	-0.0300079
3.2168	-0.2	-0.105263	-0.0947375	-0.0309557
3.217	-0.2	-0.105462	-0.0945379	-0.0319012
3.2172	-0.2	-0.105661	-0.0943394	-0.0328445
3.2174	-0.2	-0.105858	-0.0941418	-0.0337856
3.2176	-0.2	-0.106055	-0.0939453	-0.0347246
3.2178	-0.2	-0.10625	-0.0937498	-0.0356613
3.218	-0.2	-0.106445	-0.0935553	-0.0365959
3.2182	-0.2	-0.106638	-0.0933618	-0.0375283
3.2184	-0.2	-0.106831	-0.0931692	-0.0384585
3.2186	-0.2	-0.107022	-0.0929776	-0.0393867
3.2188	-0.2	-0.107213	-0.0927869	-0.0403127
3.219	-0.2	-0.107403	-0.0925973	-0.0412366
3.2192	-0.2	-0.107591	-0.0924085	-0.0421584
3.2194	-0.2	-0.107779	-0.0922207	-0.0430782
3.2196	-0.2	-0.107966	-0.0920338	-0.0439958
3.2198	-0.2	-0.108152	-0.0918478	-0.0449115
3.22	-0.2	-0.108337	-0.0916628	-0.045825
3.2202	-0.2	-0.108521	-0.0914786	-0.0467366
3.2204	-0.2	-0.108705	-0.0912954	-0.0476461
3.2206	-0.2	-0.108887	-0.091113	-0.0485536
3.2208	-0.2	-0.109068	-0.0909316	-0.0494592
3.221	-0.2	-0.109249	-0.090751	-0.0503627
3.2212	-0.2	-0.109429	-0.0905713	-0.0512643
3.2214	-0.2	-0.109608	-0.0903924	-0.0521639
3.2216	-0.2	-0.109786	-0.0902144	-0.0530615
3.2218	-0.2	-0.109963	-0.0900373	-0.0539572
3.222	-0.2	-0.110139	-0.089861	-0.054851
3.2222	-0.2	-0.110314	-0.0896855	-0.0557429
3.2224	-0.2	-0.110489	-0.0895109	-0.0566329
3.2226	-0.2	-0.110663	-0.0893371	-0.0575209
3.2228	-0.2	-0.110836	-0.0891641	-0.0584071
3.223	-0.2	-0.111008	-0.088992	-0.0592914
3.2232	-0.2	-0.111179	-0.0888206	-0.0601739
3.2234	-0.2	-0.11135	-0.08865	-0.0610544
3.2236	-0.2	-0.11152	-0.0884803	-0.0619332
3.2238	-0.2	-0.111689	-0.0883113	-0.0628101
3.224	-0.2	-0.111857	-0.0881431	-0.0636852
3.2242	-0.2	-0.112024	-0.0879757	-0.0645585
3.2244	-0.2	-0.112191	-0.0878091	-0.0654299
3.2246	-0.2	-0.112357	-0.0876432	-0.0662996
3.2248	-0.2	-0.112522	-0.0874781	-0.0671675
3.225	-0.2	-0.112686	-0.0873137	-0.0680336
3.2252	-0.2	-0.11285	-0.0871501	-0.068898
3.2254	-0.2	-0.113013	-0.0869873	-0.0697605
3.2256	-0.2	-0.113175	-0.0868251	-0.0706214
3.2258	-0.2	-0.113336	-0.0866638	-0.0714805
3.226	-0.2	-0.113497	-0.0865031	-0.0723379
3.2262	-0.2	-0.113657	-0.0863432	-0.0731936
3.2264	-0.2	-0.113816	-0.0861839	-0.0740475
3.2266	-0.2	-0.113975	-0.0860254	-0.0748998
3.2268	-0.2	-0.114132	-0.0858676	-0.0757503
3.227	-0.2	-0.114289	-0.0857106	-0.0765992
3.2272	-0.2	-0.114446	-0.0855542	-0.0774464
3.2274	-0.2	-0.114602	-0.0853985	-0.0782919
3.2276	-0.2	-0.114757	-0.0852434	-0.0791358
3.2278	-0.2	-0.114911	-0.0850891	-0.0799781
3.228	-0.2	-0.115065	-0.0849355	-0.0808186
3.2282	-0.2	-0.115218	-0.0847825	-0.0816576
3.2284	-0.2	-0.11537	-0.0846302	-0.0824949
3.2286	-0.2	-0.115521	-0.0844785	-0.0833307
3.2288	-0.2	-0.115672	-0.0843275	-0.0841648
3.229	-0.2	-0.115823	-0.0841772	-0.0849973
3.2292	-0.2	-0.115972	-0.0840275	-0.0858282
3.2294	-0.2	-0.116122	-0.0838785	-0.0866576
3.2296	-0.2	-0.11627	-0.0837301	-0.0874853
3.2298	-0.2	-0.116418	-0.0835824	-0.0883116
3.23	-0.2	-0.116565	-0.0834352	-0.0891362
3.2302	-0.2	-0.116711	-0.0832887	-0.0899593
3.2304	-0.2	-0.116857	-0.0831429	-0.0907808
3.2306	-0.2	-0.117002	-0.0829976	-0.0916009
3.2308	-0.2	-0.117147	-0.082853	-0.0924194
3.231	-0.2	-0.117291	-0.082709	-0.0932363
3.2312	-0.2	-0.117434	-0.0825656	-0.0940518
3.2314	-0.2	-0.117577	-0.0824228	-0.0948657
3.2316	-0.2	-0.117719	-0.0822806	-0.0956782
3.2318	-0.2	-0.117861	-0.082139	-0.0964891
3.232	-0.2	-0.118002	-0.0819979	-0.0972986
3.2322	-0.2	-0.118142	-0.0818575	-0.0981066
3.2324	-0.2	-0.118282	-0.0817177	-0.0989131
3.2326	-0.2	-0.118422	-0.0815784	-0.0997182
3.2328	-0.2	-0.11856	-0.0814397	-0.100522
3.233	-0.2	-0.118698	-0.0813016	-0.101324
3.2332	-0.2	-0.118836	-0.081164	-0.102125
3.2334	-0.2	-0.118973	-0.0810271	-0.102924
3.2336	-0.2	-0.119109	-0.0808906	-0.103722
3.2338	-0.2	-0.119245	-0.0807548	-0.104518
3.234	-0.2	-0.119381	-0.0806195	-0.105313
3.2342	-0.2	-0.119515	-0.0804847	-0.106107
3.2344	-0.2	-0.119649	-0.0803505	-0.106899
3.2346	-0.2	-0.119783	-0.0802168	-0.10769
3.2348	-0.2	-0.119916	-0.0800837	-0.108479
3.235	-0.2	-0.120049	-0.0799511	-0.109267
3.2352	-0.2	-0.120181	-0.0798191	-0.110054
3.2354	-0.2	-0.120312	-0.0796876	-0.110839
3.2356	-0.2	-0.120443	-0.0795566	-0.111623
3.2358	-0.2	-0.120574	-0.0794261	-0.112406
3.236	-0.2	-0.120704	-0.0792961	-0.113187
3.2362	-0.2	-0.120833	-0.0791667	-0.113967
3.2364	-0.2	-0.120962	-0.0790378	-0.114746
3.2366	-0.2	-0.121091	-0.0789093	-0.115523
3.2368	-0.2	-0.121219	-0.0787814	-0.116299
3.237	-0.2	-0.121346	-0.078654	-0.117073
3.2372	-0.2	-0.121473	-0.0785271	-0.117847
3.2374	-0.2	-0.121599	-0.0784007	-0.118618
3.2376	-0.2	-0.121725	-0.0782748	-0.119389
3.2378	-0.2	-0.121851	-0.0781494	-0.120159
3.238	-0.2	-0.121976	-0.0780245	-0.120927
3.2382	-0.2	-0.1221	-0.0779	-0.121693
3.2384	-0.2	-0.122224	-0.0777761	-0.122459
3.2386	-0.2	-0.122347	-0.0776526	-0.123223
3.2388	-0.2	-0.12247	-0.0775296	-0.123986
3.239	-0.2	-0.122593	-0.0774071	-0.124748
3.2392	-0.2	-0.122715	-0.077285	-0.125508
3.2394	-0.2	-0.122837	-0.0771634	-0.126267
3.2396	-0.2	-0.122958	-0.0770423	-0.127025
3.2398	-0.2	-0.123078	-0.0769216	-0.127782
3.24	-0.2	-0.123199	-0.0768014	-0.128537
3.2402	-0.2	-0.123318	-0.0766817	-0.129292
3.2404	-0.2	-0.123438	-0.0765624	-0.130045
3.2406	-0.2	-0.123556	-0.0764435	-0.130797
3.2408	-0.2	-0.123675	-0.0763251	-0.131547
3.241	-0.2	-0.123793	-0.0762072	-0.132296
3.2412	-0.2	-0.12391	-0.0760897	-0.133045
3.2414	-0.2	-0.124027	-0.0759726	-0.133792
3.2416	-0.2	-0.124144	-0.075856	-0.134537
3.2418	-0.2	-0.12426	-0.0757398	-0.135282
3.242	-0.2	-0.124376	-0.075624	-0.136025
3.2422	-0.2	-0.124491	-0.0755087	-0.136768
3.2424	-0.2	-0.124606	-0.0753938	-0.137509
3.2426	-0.2	-0.124721	-0.0752794	-0.138249
3.2428	-0.2	-0.124835	-0.0751653	-0.138987
3.243	-0.2	-0.124948	-0.0750517	-0.139725
3.2432	-0.2	-0.125062	-0.0749385	-0.140461
3.2434	-0.2	-0.125174	-0.0748257	-0.141197
3.2436	-0.2	-0.125287	-0.0747133	-0.141931
3.2438	-0.2	-0.125399	-0.0746013	-0.142664
3.244	-0.2	-0.12551	-0.0744898	-0.143396
3.2442	-0.2	-0.125621	-0.0743786	-0.144126
3.2444	-0.2	-0.125732	-0.0742679	-0.144856
3.2446	-0.2	-0.125842	-0.0741575	-0.145584
3.2448	-0.2	-0.125952	-0.0740476	-0.146312
3.245	-0.2	-0.126062	-0.073938	-0.147038
3.2452	-0.2	-0.126171	-0.0738289	-0.147763
3.2454	-0.2	-0.12628	-0.0737201	-0.148487
3.2456	-0.2	-0.126388	-0.0736117	-0.14921
3.2458	-0.2	-0.126496	-0.0735037	-0.149932
3.246	-0.2	-0.126604	-0.0733961	-0.150653
3.2462	-0.2	-0.126711	-0.0732889	-0.151372
3.2464	-0.2	-0.126818	-0.0731821	-0.152091
3.2466	-0.2	-0.126924	-0.0730756	-0.152808
3.2468	-0.2	-0.12703	-0.0729696	-0.153525
3.247	-0.2	-0.127136	-0.0728639	-0.15424
3.2472	-0.2	-0.127241	-0.0727585	-0.154955
3.2474	-0.2	-0.127346	-0.0726536	-0.155668
3.2476	-0.2	-0.127451	-0.072549	-0.15638
3.2478	-0.2	-0.127555	-0.0724448	-0.157091
3.248	-0.2	-0.127659	-0.0723409	-0.157801
3.2482	-0.2	-0.127763	-0.0722374	-0.15851
3.2484	-0.2	-0.127866	-0.0721343	-0.159218
3.2486	-0.2	-0.127968	-0.0720315	-0.159925
3.2488	-0.2	-0.128071	-0.0719291	-0.160631
3.249	-0.2	-0.128173	-0.071827	-0.161336
3.2492	-0.2	-0.128275	-0.0717253	-0.16204
3.2494	-0.2	-0.128376	-0.071624	-0.162743
3.2496	-0.2	-0.128477	-0.071523	-0.163445
3.2498	-0.2	-0.128578	-0.0714223	-0.164146
3.25	-0.2	-0.128678	-0.071322	-0.164846
3.2502	-0.2	-0.128778	-0.071222	-0.165545
3.2504	-0.2	-0.128878	-0.0711224	-0.166242
3.2506	-0.2	-0.128977	-0.0710231	-0.166939
3.2508	-0.2	-0.129076	-0.0709242	-0.167635
3.251	-0.2	-0.129174	-0.0708255	-0.16833
3.2512	-0.2	-0.129273	-0.0707273	-0.169024
3.2514	-0.2	-0.129371	-0.0706293	-0.169717
3.2516	-0.2	-0.129468	-0.0705317	-0.170409
3.2518	-0.2	-0.129566	-0.0704344	-0.1711
3.252	-0.2	-0.129663	-0.0703375	-0.17179
3.2522	-0.2	-0.129759	-0.0702408	-0.172479
3.2524	-0.2	-0.129855	-0.0701445	-0.173167
3.2526	-0.2	-0.129951	-0.0700486	-0.173854
3.2528	-0.2	-0.130047	-0.0699529	-0.17454
3.253	-0.2	-0.130142	-0.0698575	-0.175226
3.2532	-0.2	-0.130237	-0.0697625	-0.17591
3.2534	-0.2	-0.130332	-0.0696678	-0.176593
3.2536	-0.2	-0.130427	-0.0695734	-0.177276
3.2538	-0.2	-0.130521	-0.0694793	-0.177957
3.254	-0.2	-0.130614	-0.0693856	-0.178637
3.2542	-0.2	-0.130708	-0.0692921	-0.179317
3.2544	-0.2	-0.130801	-0.0691989	-0.179996
3.2546	-0.2	-0.130894	-0.0691061	-0.180674
3.2548	-0.2	-0.130986	-0.0690135	-0.18135
3.255	-0.2	-0.131079	-0.0689213	-0.182026
3.2552	-0.2	-0.131171	-0.0688294	-0.182701
3.2554	-0.2	-0.131262	-0.0687377	-0.183375
3.2556	-0.2	-0.131354	-0.0686464	-0.184049
3.2558	-0.2	-0.131445	-0.0685553	-0.184721
3.256	-0.2	-0.131535	-0.0684646	-0.185392
3.2562	-0.2	-0.131626	-0.0683741	-0.186063
3.2564	-0.2	-0.131716	-0.068284	-0.186732
3.2566	-0.2	-0.131806	-0.0681941	-0.187401
3.2568	-0.2	-0.131895	-0.0681045	-0.188069
3.257	-0.2	-0.131985	-0.0680152	-0.188736
3.2572	-0.2	-0.132074	-0.0679262	-0.189402
3.2574	-0.2	-0.132163	-0.0678375	-0.190067
3.2576	-0.2	-0.132251	-0.0677491	-0.190731
3.2578	-0.2	-0.132339	-0.0676609	-0.191395
3.258	-0.2	-0.132427	-0.067573	-0.192057
3.2582	-0.2	-0.132515	-0.0674854	-0.192719
3.2584	-0.2	-0.132602	-0.0673981	-0.19338
3.2586	-0.2	-0.132689	-0.0673111	-0.19404
3.2588	-0.2	-0.132776	-0.0672243	-0.194699
3.259	-0.2	-0.132862	-0.0671378	-0.195357
3.2592	-0.2	-0.132948	-0.0670516	-0.196015
3.2594	-0.2	-0.133034	-0.0669656	-0.196671
3.2596	-0.2	-0.13312	-0.06688	-0.197327
3.2598	-0.2	-0.133205	-0.0667946	-0.197982
3.26	-0.2	-0.133291	-0.0667094	-0.198636
3.2602	-0.2	-0.133375	-0.0666245	-0.199289
3.2604	-0.2	-0.13346	-0.0665399	-0.199941
3.2606	-0.2	-0.133544	-0.0664556	-0.200593
3.2608	-0.2	-0.133629	-0.0663715	-0.201244
3.261	-0.2	-0.133712	-0.0662877	-0.201893
3.2612	-0.2	-0.133796	-0.0662041	-0.202543
3.2614	-0.2	-0.133879	-0.0661208	-0.203191
3.2616	-0.2	-0.133962	-0.0660377	-0.203838
3.2618	-0.2	-0.134045	-0.0659549	-0.204485
3.262	-0.2	-0.134128	-0.0658724	-0.205131
3.2622	-0.2	-0.13421	-0.0657901	-0.205776
3.2624	-0.2	-0.134292	-0.0657081	-0.20642
3.2626	-0.2	-0.134374	-0.0656263	-0.207063
3.2628	-0.2	-0.134455	-0.0655448	-0.207706
3.263	-0.2	-0.134537	-0.0654635	-0.208348
3.2632	-0.2	-0.134618	-0.0653824	-0.208989
3.2634	-0.2	-0.134698	-0.0653016	-0.209629
3.2636	-0.2	-0.134779	-0.0652211	-0.210268
3.2638	-0.2	-0.134859	-0.0651408	-0.210907
3.264	-0.2	-0.134939	-0.0650607	-0.211545
3.2642	-0.2	-0.135019	-0.0649809	-0.212182
3.2644	-0.2	-0.135099	-0.0649013	-0.212818
3.2646	-0.2	-0.135178	-0.064822	-0.213454
3.2648	-0.2	-0.135257	-0.0647429	-0.214089
3.265	-0.2	-0.135336	-0.064664	-0.214723
3.2652	-0.2	-0.135415	-0.0645854	-0.215356
3.2654	-0.2	-0.135493	-0.064507	-0.215988
3.2656	-0.2	-0.135571	-0.0644289	-0.21662
3.2658	-0.2	-0.135649	-0.0643509	-0.217251
3.266	-0.2	-0.135727	-0.0642732	-0.217881
3.2662	-0.2	-0.135804	-0.0641958	-0.218511
3.2664	-0.2	-0.135881	-0.0641185	-0.219139
3.2666	-0.2	-0.135958	-0.0640415	-0.219767
3.2668	-0.2	-0.136035	-0.0639647	-0.220394
3.267	-0.2	-0.136112	-0.0638882	-0.221021
3.2672	-0.2	-0.136188	-0.0638119	-0.221647
3.2674	-0.2	-0.136264	-0.0637358	-0.222271
3.2676	-0.2	-0.13634	-0.0636599	-0.222896
3.2678	-0.2	-0.136416	-0.0635842	-0.223519
3.268	-0.2	-0.136491	-0.0635088	-0.224142
3.2682	-0.2	-0.136566	-0.0634336	-0.224764
3.2684	-0.2	-0.136641	-0.0633586	-0.225385
3.2686	-0.2	-0.136716	-0.0632838	-0.226006
3.2688	-0.2	-0.136791	-0.0632092	-0.226626
3.269	-0.2	-0.136865	-0.0631349	-0.227245
3.2692	-0.2	-0.136939	-0.0630608	-0.227863
3.2694	-0.2	-0.137013	-0.0629868	-0.228481
3.2696	-0.2	-0.137087	-0.0629131	-0.229098
3.2698	-0.2	-0.13716	-0.0628396	-0.229714
3.27	-0.2	-0.137234	-0.0627664	-0.230329
3.2702	-0.2	-0.137307	-0.0626933	-0.230944
3.2704	-0.2	-0.13738	-0.0626204	-0.231558
3.2706	-0.2	-0.137452	-0.0625478	-0.232172
3.2708	-0.2	-0.137525	-0.0624753	-0.232785
3.271	-0.2	-0.137597	-0.0624031	-0.233397
3.2712	-0.2	-0.137669	-0.0623311	-0.234008
3.2714	-0.2	-0.137741	-0.0622592	-0.234619
3.2716	-0.2	-0.137812	-0.0621876	-0.235228
3.2718	-0.2	-0.137884	-0.0621162	-0.235838
3.272	-0.2	-0.137955	-0.062045	-0.236446
3.2722	-0.2	-0.138026	-0.061974	-0.237054
3.2724	-0.2	-0.138097	-0.0619032	-0.237661
3.2726	-0.2	-0.138167	-0.0618325	-0.238268
3.2728	-0.2	-0.138238	-0.0617621	-0.238874
3.273	-0.2	-0.138308	-0.0616919	-0.239479
3.2732	-0.2	-0.138378	-0.0616219	-0.240083
3.2734	-0.2	-0.138448	-0.0615521	-0.240687
3.2736	-0.2	-0.138518	-0.0614824	-0.24129
3.2738	-0.2	-0.138587	-0.061413	-0.241893
3.274	-0.2	-0.138656	-0.0613437	-0.242494
3.2742	-0.2	-0.138725	-0.0612747	-0.243095
3.2744	-0.2	-0.138794	-0.0612058	-0.243696
3.2746	-0.2	-0.138863	-0.0611372	-0.244296
3.2748	-0.2	-0.138931	-0.0610687	-0.244895
3.275	-0.2	-0.139	-0.0610004	-0.245493
3.2752	-0.2	-0.139068	-0.0609323	-0.246091
3.2754	-0.2	-0.139136	-0.0608644	-0.246688
3.2756	-0.2	-0.139203	-0.0607967	-0.247285
3.2758	-0.2	-0.139271	-0.0607291	-0.247881
3.276	-0.2	-0.139338	-0.0606618	-0.248476
3.2762	-0.2	-0.139405	-0.0605946	-0.24907
3.2764	-0.2	-0.139472	-0.0605276	-0.249664
3.2766	-0.2	-0.139539	-0.0604608	-0.250258
3.2768	-0.2	-0.139606	-0.0603942	-0.25085
3.277	-0.2	-0.139672	-0.0603277	-0.251442
3.2772	-0.2	-0.139739	-0.0602615	-0.252034
3.2774	-0.2	-0.139805	-0.0601954	-0.252624
3.2776	-0.2	-0.139871	-0.0601295	-0.253214
3.2778	-0.2	-0.139936	-0.0600638	-0.253804
3.278	-0.2	-0.140002	-0.0599982	-0.254393
3.2782	-0.2	-0.140067	-0.0599329	-0.254981
3.2784	-0.2	-0.140132	-0.0598677	-0.255568
3.2786	-0.2	-0.140197	-0.0598027	-0.256155
3.2788	-0.2	-0.140262	-0.0597378	-0.256742
3.279	-0.2	-0.140327	-0.0596731	-0.257327
3.2792	-0.2	-0.140391	-0.0596086	-0.257913
3.2794	-0.2	-0.140456	-0.0595443	-0.258497
3.2796	-0.2	-0.14052	-0.0594802	-0.259081
3.2798	-0.2	-0.140584	-0.0594162	-0.259664
3.28	-0.2	-0.140648	-0.0593524	-0.260247
3.2802	-0.2	-0.140711	-0.0592887	-0.260829
3.2804	-0.2	-0.140775	-0.0592253	-0.26141
3.2806	-0.2	-0.140838	-0.059162	-0.261991
3.2808	-0.2	-0.140901	-0.0590988	-0.262571
3.281	-0.2	-0.140964	-0.0590359	-0.263151
3.2812	-0.2	-0.141027	-0.0589731	-0.26373
3.2814	-0.2	-0.14109	-0.0589104	-0.264308
3.2816	-0.2	-0.141152	-0.058848	-0.264886
3.2818	-0.2	-0.141214	-0.0587856	-0.265463
3.282	-0.2	-0.141276	-0.0587235	-0.26604
3.2822	-0.2	-0.141338	-0.0586615	-0.266616
3.2824	-0.2	-0.1414	-0.0585997	-0.267191
3.2826	-0.2	-0.141462	-0.058538	-0.267766
3.2828	-0.2	-0.141523	-0.0584765	-0.26834
3.283	-0.2	-0.141585	-0.0584152	-0.268914
3.2832	-0.2	-0.141646	-0.058354	-0.269487
3.2834	-0.2	-0.141707	-0.058293	-0.27006
3.2836	-0.2	-0.141768	-0.0582321	-0.270632
3.2838	-0.2	-0.141829	-0.0581714	-0.271203
3.284	-0.2	-0.141889	-0.0581109	-0.271774
3.2842	-0.2	-0.141949	-0.0580505	-0.272344
3.2844	-0.2	-0.14201	-0.0579903	-0.272914
3.2846	-0.2	-0.14207	-0.0579302	-0.273483
3.2848	-0.2	-0.14213	-0.0578703	-0.274051
3.285	-0.2	-0.14219	-0.0578105	-0.274619
3.2852	-0.2	-0.142249	-0.0577509	-0.275186
3.2854	-0.2	-0.142309	-0.0576914	-0.275753
3.2856	-0.2	-0.142368	-0.0576321	-0.276319
3.2858	-0.2	-0.142427	-0.0575729	-0.276885
3.286	-0.2	-0.142486	-0.0575139	-0.27745
3.2862	-0.2	-0.142545	-0.0574551	-0.278015
3.2864	-0.2	-0.142604	-0.0573963	-0.278579
3.2866	-0.2	-0.142662	-0.0573378	-0.279142
3.2868	-0.2	-0.142721	-0.0572794	-0.279705
3.287	-0.2	-0.142779	-0.0572211	-0.280267
3.2872	-0.2	-0.142837	-0.057163	-0.280829
3.2874	-0.2	-0.142895	-0.057105	-0.28139
3.2876	-0.2	-0.142953	-0.0570472	-0.281951
3.2878	-0.2	-0.143011	-0.0569895	-0.282511
3.288	-0.2	-0.143068	-0.056932	-0.283071
3.2882	-0.2	-0.143125	-0.0568746	-0.28363
3.2884	-0.2	-0.143183	-0.0568173	-0.284188
3.2886	-0.2	-0.14324	-0.0567602	-0.284746
3.2888	-0.2	-0.143297	-0.0567032	-0.285303
3.289	-0.2	-0.143354	-0.0566464	-0.28586
3.2892	-0.2	-0.14341	-0.0565897	-0.286416
3.2894	-0.2	-0.143467	-0.0565332	-0.286972
3.2896	-0.2	-0.143523	-0.0564768	-0.287527
3.2898	-0.2	-0.143579	-0.0564206	-0.288082
3.29	-0.2	-0.143636	-0.0563644	-0.288636
3.2902	-0.2	-0.143692	-0.0563085	-0.28919
3.2904	-0.2	-0.143747	-0.0562526	-0.289743
3.2906	-0.2	-0.143803	-0.0561969	-0.290296
3.2908	-0.2	-0.143859	-0.0561413	-0.290848
3.291	-0.2	-0.143914	-0.0560859	-0.291399
3.2912	-0.2	-0.143969	-0.0560306	-0.29195
3.2914	-0.2	-0.144025	-0.0559755	-0.292501
3.2916	-0.2	-0.14408	-0.0559204	-0.293051
3.2918	-0.2	-0.144134	-0.0558655	-0.2936
3.292	-0.2	-0.144189	-0.0558108	-0.294149
3.2922	-0.2	-0.144244	-0.0557562	-0.294697
3.2924	-0.2	-0.144298	-0.0557017	-0.295245
3.2926	-0.2	-0.144353	-0.0556473	-0.295793
3.2928	-0.2	-0.144407	-0.0555931	-0.29634
3.293	-0.2	-0.144461	-0.055539	-0.296886
3.2932	-0.2	-0.144515	-0.0554851	-0.297432
3.2934	-0.2	-0.144569	-0.0554312	-0.297977
3.2936	-0.2	-0.144622	-0.0553775	-0.298522
3.2938	-0.2	-0.144676	-0.055324	-0.299066
3.294	-0.2	-0.144729	-0.0552705	-0.29961
3.2942	-0.2	-0.144783	-0.0552172	-0.300153
3.2944	-0.2	-0.144836	-0.055164	-0.300696
3.2946	-0.2	-0.144889	-0.055111	-0.301239
3.2948	-0.2	-0.144942	-0.055058	-0.30178
3.295	-0.2	-0.144995	-0.0550052	-0.302322
3.2952	-0.2	-0.145047	-0.0549526	-0.302862
3.2954	-0.2	-0.1451	-0.0549	-0.303403
3.2956	-0.2	-0.145152	-0.0548476	-0.303943
3.2958	-0.2	-0.145205	-0.0547953	-0.304482
3.296	-0.2	-0.145257	-0.0547431	-0.305021
3.2962	-0.2	-0.145309	-0.0546911	-0.305559
3.2964	-0.2	-0.145361	-0.0546391	-0.306097
3.2966	-0.2	-0.145413	-0.0545873	-0.306634
3.2968	-0.2	-0.145464	-0.0545356	-0.307171
3.297	-0.2	-0.145516	-0.0544841	-0.307708
3.2972	-0.2	-0.145567	-0.0544326	-0.308243
3.2974	-0.2	-0.145619	-0.0543813	-0.308779
3.2976	-0.2	-0.14567	-0.0543301	-0.309314
3.2978	-0.2	-0.145721	-0.0542791	-0.309848
3.298	-0.2	-0.145772	-0.0542281	-0.310382
3.2982	-0.2	-0.145823	-0.0541773	-0.310916
3.2984	-0.2	-0.145873	-0.0541265	-0.311449
3.2986	-0.2	-0.145924	-0.0540759	-0.311981
3.2988	-0.2	-0.145975	-0.0540255	-0.312513
3.299	-0.2	-0.146025	-0.0539751	-0.313045
3.2992	-0.2	-0.146075	-0.0539249	-0.313576
3.2994	-0.2	-0.146125	-0.0538747	-0.314107
3.2996	-0.2	-0.146175	-0.0538247	-0.314637
3.2998	-0.2	-0.146225	-0.0537748	-0.315167
3.3	-0.2	-0.146275	-0.053725	-0.315696
3.3002	-0.2	-0.146325	-0.0536754	-0.316225
3.3004	-0.2	-0.146374	-0.0536258	-0.316753
3.3006	-0.2	-0.146424	-0.0535764	-0.317281
3.3008	-0.2	-0.146473	-0.0535271	-0.317808
3.301	-0.2	-0.146522	-0.0534778	-0.318335
3.3012	-0.2	-0.146571	-0.0534288	-0.318862
3.3014	-0.2	-0.14662	-0.0533798	-0.319388
3.3016	-0.2	-0.146669	-0.0533309	-0.319913
3.3018	-0.2	-0.146718	-0.0532821	-0.320438
3.302	-0.2	-0.146767	-0.0532335	-0.320963
3.3022	-0.2	-0.146815	-0.053185	-0.321487
3.3024	-0.2	-0.146863	-0.0531365	-0.322011
3.3026	-0.2	-0.146912	-0.0530882	-0.322534
3.3028	-0.2	-0.14696	-0.05304	-0.323057
3.303	-0.2	-0.147008	-0.0529919	-0.323579
3.3032	-0.2	-0.147056	-0.0529439	-0.324101
3.3034	-0.2	-0.147104	-0.0528961	-0.324623
3.3036	-0.2	-0.147152	-0.0528483	-0.325144
3.3038	-0.2	-0.147199	-0.0528006	-0.325664
3.304	-0.2	-0.147247	-0.0527531	-0.326184
