0.5	10	2	0.009
0	0.129901	0	0
0.009	0.949487	0.00728267	0.809185
0.018	0.942223	0.0176907	1.15645
0.027	0.898631	0.0298651	1.3527
0.036	0.937946	0.0437584	1.5437
0.045	0.999642	0.0593755	1.73523
0.054	0.751389	0.0742767	1.6557
0.063	0.962062	0.090883	1.84514
0.072	1.06272	0.10914	2.02851
0.081	0.986959	0.127787	2.07192
0.09	0.990928	0.146917	2.12552
0.099	1.06742	0.167007	2.23233
0.108	1.00199	0.187134	2.23623
0.117	0.949822	0.20701	2.20851
0.126	0.854133	0.226086	2.11955
0.135	0.920048	0.245285	2.13318
0.144	1.05339	0.265429	2.23824
0.153	0.911519	0.284808	2.15323
0.162	1.05039	0.30492	2.2347
0.171	0.803751	0.323329	2.04539
0.18	1.12253	0.343398	2.22988
0.189	1.07328	0.363563	2.24053
0.198	0.929603	0.38266	2.12199
0.207	1.09429	0.402491	2.2034
0.216	1.04903	0.422093	2.178
0.225	0.883797	0.440245	2.0169
0.234	1.06397	0.459013	2.08527
0.243	0.894819	0.476474	1.94018
0.252	0.890176	0.493194	1.8578
0.261	0.933997	0.509654	1.82882
0.27	1.0046	0.526266	1.84581
0.279	1.03759	0.542966	1.85558
0.288	1.19696	0.560755	1.97647
0.297	1.03848	0.577651	1.8774
0.306	0.982227	0.593689	1.78202
0.315	1.08461	0.609954	1.80718
0.324	1.10322	0.62622	1.80733
0.333	1.08938	0.642221	1.77784
0.342	1.06597	0.657775	1.72833
0.351	0.902809	0.671714	1.54874
0.36	0.969848	0.685265	1.50564
0.369	0.953476	0.698195	1.43664
0.378	0.980252	0.710797	1.4003
0.387	0.880362	0.72223	1.27029
0.396	1.09131	0.734539	1.36771
0.405	1.09184	0.746936	1.37735
0.414	0.98928	0.75846	1.28052
0.423	1.13684	0.770612	1.3502
0.432	0.942268	0.781332	1.19111
0.441	1.11834	0.792679	1.26073
0.45	1.07118	0.803681	1.22245
0.459	0.893099	0.813052	1.04123
0.468	1.07979	0.822989	1.10417
0.477	1.0962	0.833005	1.11284
0.486	1.104	0.842978	1.10814
0.495	1.04135	0.852333	1.03943
0.504	0.880882	0.860069	0.859529
0.513	0.9883	0.867749	0.853335
0.522	1.036	0.875474	0.858401
0.531	0.892911	0.881928	0.717069
0.54	0.888782	0.887651	0.635868
0.549	0.969279	0.893421	0.641184
0.558	1.01758	0.899344	0.658042
0.567	1.12516	0.905999	0.739492
0.576	0.993957	0.911858	0.650945
0.585	1.16758	0.918674	0.757353
0.594	0.894675	0.923677	0.555953
0.603	1.06307	0.929176	0.610997
0.612	1.01327	0.934284	0.567481
0.621	0.860333	0.93796	0.408507
0.63	0.947503	0.94156	0.399971
0.639	1.01322	0.945394	0.425988
0.648	0.915861	0.948432	0.337581
0.657	0.988898	0.951597	0.351699
0.666	0.968176	0.954502	0.322742
0.675	1.02469	0.957635	0.348074
0.684	0.825857	0.95924	0.178359
0.693	0.962824	0.961175	0.214972
0.702	1.04514	0.963677	0.278009
0.711	0.841191	0.964776	0.122135
0.72	0.85174	0.965331	0.061662
0.729	1.04712	0.966973	0.182446
0.738	0.817161	0.967172	0.0220815
0.747	0.864918	0.967121	-0.00561431
0.756	0.941676	0.967386	0.0294252
0.765	1.04039	0.968429	0.115901
0.774	0.986437	0.969356	0.10299
0.783	1.05517	0.970799	0.16029
0.792	1.09727	0.972779	0.220066
0.801	1.17657	0.97564	0.317883
0.81	1.08941	0.978278	0.293121
0.819	0.979183	0.980083	0.200496
0.828	0.938269	0.981231	0.127566
0.837	0.998768	0.98248	0.138773
0.846	1.08983	0.984366	0.209574
0.855	1.08663	0.986459	0.232551
0.864	1.11031	0.988854	0.266128
0.873	0.870042	0.989561	0.0785538
0.882	0.954842	0.990214	0.0725375
0.891	1.06029	0.991489	0.141724
0.9	0.988977	0.992406	0.101803
0.909	0.956097	0.992924	0.0575905
0.918	1.05327	0.99397	0.116165
0.927	0.927505	0.994212	0.0269235
0.936	1.032	0.994918	0.078442
0.945	1.00464	0.995531	0.0681144
0.954	0.986967	0.995969	0.0487074
0.963	0.892181	0.995586	-0.042597
0.972	1.05396	0.996052	0.0517717
0.981	1.07115	0.996917	0.0960968
0.99	0.986575	0.99734	0.0470049
0.999	0.974356	0.997522	0.0202108
1.008	1.04378	0.998102	0.0645129
1.017	0.937551	0.998003	-0.0109985
1.026	1.13661	0.999153	0.127764
1.035	1.01013	0.999813	0.0733572
1.044	1.00588	1.00032	0.0564471
1.053	1.10712	1.00153	0.133948
1.062	1.08841	1.00287	0.149592
1.071	1.01845	1.0038	0.103407
1.08	0.910063	1.00376	-0.00491611
1.089	0.949405	1.00357	-0.021465
1.098	1.18896	1.00504	0.163298
1.107	0.999354	1.00571	0.0749905
1.116	1.04169	1.00649	0.0870154
1.125	1.01164	1.00707	0.0634916
1.134	1.09128	1.00815	0.121044
1.143	0.858467	1.00766	-0.0548706
1.152	1.09389	1.00832	0.0732957
1.161	1.13737	1.00967	0.150177
1.17	0.960405	1.01002	0.0385197
1.179	1.01604	1.01044	0.046543
1.188	1.00682	1.01075	0.0348932
1.197	1.03705	1.01123	0.0532727
1.206	1.06293	1.01196	0.0807412
1.215	1.05956	1.01277	0.0901706
1.224	1.18685	1.01462	0.205291
1.233	1.07323	1.01606	0.160571
