Time,R,U,Theta,Phi,ThetaDot,PhiDot,Total Angle,Error,Digital Control
0.475,0.2,0.0392996,0.189374,2.04189e-005,0.0146285,-0.032433,0.189395,0.0105963,0.027122
0.4755,0.2,0.0393141,0.189382,4.37335e-006,0.0142775,-0.0320912,0.189386,0.0106052,0.0271904
0.476,0.2,0.0393288,0.189389,-1.15014e-005,0.0139293,-0.0317496,0.189377,0.0106141,0.0271904
0.4765,0.2,0.0393434,0.189395,-2.72056e-005,0.0135838,-0.0314083,0.189368,0.010623,0.0271904
0.477,0.2,0.0393581,0.189402,-4.27393e-005,0.0132411,-0.0310674,0.189359,0.0106319,0.0272589
0.4775,0.2,0.0393729,0.189408,-5.81026e-005,0.0129012,-0.0307268,0.18935,0.0106408,0.0272589
0.478,0.2,0.0393876,0.189415,-7.32959e-005,0.012564,-0.0303865,0.189341,0.0106497,0.0272589
0.4785,0.2,0.0394024,0.189421,-8.83192e-005,0.0122295,-0.0300467,0.189332,0.0106586,0.0273274
0.479,0.2,0.0394173,0.189427,-0.000103173,0.0118978,-0.0297072,0.189324,0.0106675,0.0273274
0.4795,0.2,0.0394321,0.189433,-0.000117857,0.0115688,-0.0293682,0.189315,0.0106764,0.0273274
0.48,0.2,0.039447,0.189438,-0.000132372,0.0112425,-0.0290296,0.189306,0.0106853,0.0273959
0.4805,0.2,0.0394618,0.189444,-0.000146717,0.0109189,-0.0286915,0.189297,0.0106942,0.0273959
0.481,0.2,0.0394767,0.189449,-0.000160894,0.0105981,-0.0283538,0.189288,0.0107031,0.0273959
0.4815,0.2,0.0394916,0.189454,-0.000174903,0.0102799,-0.0280167,0.189279,0.010712,0.0274642
0.482,0.2,0.0395065,0.189459,-0.000188743,0.0099645,-0.0276801,0.18927,0.0107208,0.0274642
0.4825,0.2,0.0395214,0.189464,-0.000202415,0.00965177,-0.0273441,0.189261,0.0107297,0.0274642
0.483,0.2,0.0395364,0.189469,-0.000215919,0.00934172,-0.0270086,0.189253,0.0107385,0.0275323
0.4835,0.2,0.0395513,0.189473,-0.000229256,0.00903436,-0.0266737,0.189244,0.0107474,0.0275323
0.484,0.2,0.0395662,0.189477,-0.000242426,0.00872969,-0.0263395,0.189235,0.0107562,0.0275323
0.4845,0.2,0.0395811,0.189482,-0.000255429,0.0084277,-0.0260058,0.189226,0.010765,0.0276001
0.485,0.2,0.0395959,0.189486,-0.000268265,0.00812838,-0.0256729,0.189217,0.0107738,0.0276001
0.4855,0.2,0.0396108,0.18949,-0.000280935,0.00783173,-0.0253406,0.189209,0.0107826,0.0276001
0.486,0.2,0.0396257,0.189493,-0.00029344,0.00753774,-0.0250089,0.1892,0.0107913,0.0276676
0.4865,0.2,0.0396405,0.189497,-0.000305779,0.00724642,-0.0246781,0.189191,0.0108,0.0276676
0.487,0.2,0.0396553,0.189501,-0.000317953,0.00695775,-0.0243479,0.189183,0.0108087,0.0276676
0.4875,0.2,0.0396701,0.189504,-0.000329962,0.00667173,-0.0240185,0.189174,0.0108174,0.0277346
0.488,0.2,0.0396848,0.189507,-0.000341807,0.00638835,-0.0236899,0.189165,0.0108261,0.0277346
0.4885,0.2,0.0396996,0.18951,-0.000353488,0.00610762,-0.0233621,0.189157,0.0108348,0.0277346
0.489,0.2,0.0397143,0.189513,-0.000365005,0.00582952,-0.023035,0.189148,0.0108434,0.0278011
0.4895,0.2,0.0397289,0.189516,-0.00037636,0.00555405,-0.0227089,0.189139,0.010852,0.0278011
0.49,0.2,0.0397436,0.189518,-0.000387552,0.0052812,-0.0223836,0.189131,0.0108606,0.0278011
0.4905,0.2,0.0397581,0.189521,-0.000398581,0.00501098,-0.0220591,0.189122,0.0108691,0.0278671
0.491,0.2,0.0397727,0.189523,-0.000409449,0.00474337,-0.0217356,0.189114,0.0108776,0.0278671
0.4915,0.2,0.0397872,0.189526,-0.000420155,0.00447837,-0.0214129,0.189105,0.0108861,0.0278671
0.492,0.2,0.0398016,0.189528,-0.000430701,0.00421597,-0.0210913,0.189097,0.0108946,0.0279324
0.4925,0.2,0.039816,0.18953,-0.000441086,0.00395617,-0.0207705,0.189089,0.010903,0.0279324
0.493,0.2,0.0398304,0.189531,-0.000451312,0.00369897,-0.0204507,0.18908,0.0109114,0.0279324
0.4935,0.2,0.0398447,0.189533,-0.000461377,0.00344435,-0.020132,0.189072,0.0109198,0.0279971
0.494,0.2,0.0398589,0.189535,-0.000471285,0.00319232,-0.0198142,0.189064,0.0109282,0.0279971
0.4945,0.2,0.0398731,0.189536,-0.000481033,0.00294287,-0.0194975,0.189055,0.0109365,0.0279971
0.495,0.2,0.0398872,0.189538,-0.000490624,0.00269598,-0.0191818,0.189047,0.0109447,0.028061
0.4955,0.2,0.0399013,0.189539,-0.000500058,0.00245167,-0.0188672,0.189039,0.010953,0.028061
0.496,0.2,0.0399153,0.18954,-0.000509335,0.00220991,-0.0185537,0.189031,0.0109612,0.028061
0.4965,0.2,0.0399292,0.189541,-0.000518455,0.00197071,-0.0182412,0.189023,0.0109694,0.0281241
0.497,0.2,0.0399431,0.189542,-0.00052742,0.00173406,-0.0179299,0.189014,0.0109775,0.0281241
0.4975,0.2,0.0399569,0.189543,-0.00053623,0.00149996,-0.0176198,0.189006,0.0109856,0.0281241
0.498,0.2,0.0399706,0.189543,-0.000544885,0.00126839,-0.0173108,0.188998,0.0109937,0.0281864
0.4985,0.2,0.0399843,0.189544,-0.000553387,0.00103935,-0.0170029,0.18899,0.0110017,0.0281864
0.499,0.2,0.0399978,0.189544,-0.000561735,0.000812843,-0.0166963,0.188982,0.0110097,0.0281864
0.4995,0.2,0.0400113,0.189544,-0.00056993,0.000588851,-0.0163909,0.188974,0.0110176,0.0282478
0.5,0.2,0.0400247,0.189545,-0.000577974,0.000367374,-0.0160867,0.188967,0.0110255,0.0282478
0.5005,0.2,0.0400381,0.189545,-0.000585866,0.000148403,-0.0157837,0.188959,0.0110334,0.0282478
0.501,0.2,0.0400513,0.189545,-0.000593607,-6.80664e-005,-0.015482,0.188951,0.0110412,0.0283082
0.5015,0.2,0.0400645,0.189545,-0.000601197,-0.000282041,-0.0151816,0.188943,0.011049,0.0283082
0.502,0.2,0.0400775,0.189544,-0.000608639,-0.000493528,-0.0148825,0.188936,0.0110567,0.0283082
0.5025,0.2,0.0400905,0.189544,-0.000615931,-0.000702534,-0.0145847,0.188928,0.0110644,0.0283677
0.503,0.2,0.0401034,0.189543,-0.000623075,-0.000909064,-0.0142882,0.18892,0.011072,0.0283677
0.5035,0.2,0.0401162,0.189543,-0.000630072,-0.00111313,-0.0139931,0.188913,0.0110796,0.0283677
0.504,0.2,0.0401289,0.189542,-0.000636921,-0.00131473,-0.0136993,0.188905,0.0110872,0.0284262
0.5045,0.2,0.0401415,0.189541,-0.000643625,-0.00151387,-0.0134069,0.188898,0.0110947,0.0284262
0.505,0.2,0.0401541,0.189541,-0.000650183,-0.00171057,-0.0131159,0.18889,0.0111021,0.0284262
0.5055,0.2,0.0401665,0.18954,-0.000656596,-0.00190483,-0.0128262,0.188883,0.0111096,0.0284836
0.506,0.2,0.0401788,0.189539,-0.000662865,-0.00209666,-0.012538,0.188876,0.0111169,0.0284836
0.5065,0.2,0.040191,0.189537,-0.00066899,-0.00228606,-0.0122513,0.188868,0.0111242,0.0284836
0.507,0.2,0.0402031,0.189536,-0.000674973,-0.00247304,-0.011966,0.188861,0.0111315,0.0285399
0.5075,0.2,0.0402151,0.189535,-0.000680814,-0.00265761,-0.0116821,0.188854,0.0111387,0.0285399
0.508,0.2,0.0402271,0.189533,-0.000686514,-0.00283977,-0.0113998,0.188847,0.0111459,0.0285399
0.5085,0.2,0.0402389,0.189532,-0.000692074,-0.00301954,-0.0111189,0.18884,0.011153,0.028595
0.509,0.2,0.0402505,0.18953,-0.000697493,-0.00319692,-0.0108395,0.188833,0.0111601,0.028595
0.5095,0.2,0.0402621,0.189529,-0.000702774,-0.00337192,-0.0105616,0.188826,0.0111671,0.028595
0.51,0.2,0.0402736,0.189527,-0.000707917,-0.00354455,-0.0102853,0.188819,0.0111741,0.028649
0.5105,0.2,0.040285,0.189525,-0.000712922,-0.00371481,-0.0100105,0.188812,0.011181,0.028649
0.511,0.2,0.0402962,0.189523,-0.000717791,-0.00388271,-0.00973733,0.188805,0.0111879,0.028649
0.5115,0.2,0.0403073,0.189521,-0.000722524,-0.00404827,-0.00946568,0.188799,0.0111947,0.0287018
0.512,0.2,0.0403184,0.189519,-0.000727121,-0.00421148,-0.00919562,0.188792,0.0112014,0.0287018
0.5125,0.2,0.0403293,0.189517,-0.000731585,-0.00437236,-0.00892716,0.188785,0.0112081,0.0287018
0.513,0.2,0.04034,0.189515,-0.000735915,-0.00453092,-0.0086603,0.188779,0.0112148,0.0287534
0.5135,0.2,0.0403507,0.189512,-0.000740113,-0.00468716,-0.00839506,0.188772,0.0112214,0.0287534
0.514,0.2,0.0403613,0.18951,-0.000744178,-0.0048411,-0.00813146,0.188766,0.0112279,0.0287534
0.5145,0.2,0.0403717,0.189507,-0.000748113,-0.00499273,-0.0078695,0.188759,0.0112344,0.0288037
0.515,0.2,0.040382,0.189505,-0.000751918,-0.00514208,-0.00760919,0.188753,0.0112408,0.0288037
0.5155,0.2,0.0403922,0.189502,-0.000755593,-0.00528914,-0.00735055,0.188746,0.0112472,0.0288037
0.516,0.2,0.0404022,0.189499,-0.00075914,-0.00543393,-0.00709359,0.18874,0.0112535,0.0288528
0.5165,0.2,0.0404122,0.189497,-0.000762559,-0.00557646,-0.00683831,0.188734,0.0112598,0.0288528
0.517,0.2,0.040422,0.189494,-0.000765851,-0.00571674,-0.00658474,0.188728,0.011266,0.0288528
0.5175,0.2,0.0404317,0.189491,-0.000769018,-0.00585477,-0.00633287,0.188722,0.0112722,0.0289005
0.518,0.2,0.0404412,0.189488,-0.000772059,-0.00599056,-0.00608272,0.188716,0.0112783,0.0289005
0.5185,0.2,0.0404507,0.189485,-0.000774976,-0.00612413,-0.0058343,0.18871,0.0112843,0.0289005
0.519,0.2,0.04046,0.189482,-0.00077777,-0.00625548,-0.00558761,0.188704,0.0112903,0.028947
0.5195,0.2,0.0404691,0.189478,-0.000780441,-0.00638462,-0.00534268,0.188698,0.0112962,0.028947
0.52,0.2,0.0404782,0.189475,-0.000782991,-0.00651157,-0.0050995,0.188692,0.0113021,0.028947
0.5205,0.2,0.0404871,0.189472,-0.00078542,-0.00663632,-0.00485808,0.188686,0.0113079,0.0289921
0.521,0.2,0.0404959,0.189468,-0.000787729,-0.0067589,-0.00461844,0.188681,0.0113136,0.0289921
0.5215,0.2,0.0405045,0.189465,-0.00078992,-0.00687931,-0.00438058,0.188675,0.0113193,0.0289921
0.522,0.2,0.040513,0.189461,-0.000791992,-0.00699756,-0.00414452,0.188669,0.0113249,0.0290359
0.5225,0.2,0.0405214,0.189458,-0.000793947,-0.00711366,-0.00391025,0.188664,0.0113305,0.0290359
0.523,0.2,0.0405297,0.189454,-0.000795786,-0.00722763,-0.00367779,0.188659,0.011336,0.0290359
0.5235,0.2,0.0405378,0.189451,-0.00079751,-0.00733946,-0.00344714,0.188653,0.0113415,0.0290783
0.524,0.2,0.0405457,0.189447,-0.000799119,-0.00744918,-0.00321832,0.188648,0.0113469,0.0290783
0.5245,0.2,0.0405536,0.189443,-0.000800614,-0.00755679,-0.00299132,0.188643,0.0113522,0.0290783
0.525,0.2,0.0405613,0.189439,-0.000801997,-0.0076623,-0.00276616,0.188637,0.0113575,0.0291193
0.5255,0.2,0.0405689,0.189435,-0.000803269,-0.00776573,-0.00254285,0.188632,0.0113627,0.0291193
0.526,0.2,0.0405763,0.189431,-0.00080443,-0.00786708,-0.00232138,0.188627,0.0113679,0.0291193
0.5265,0.2,0.0405836,0.189427,-0.00080548,-0.00796636,-0.00210177,0.188622,0.011373,0.029159
0.527,0.2,0.0405908,0.189423,-0.000806422,-0.00806359,-0.00188402,0.188617,0.011378,0.029159
0.5275,0.2,0.0405978,0.189419,-0.000807256,-0.00815877,-0.00166814,0.188612,0.011383,0.029159
0.528,0.2,0.0406047,0.189415,-0.000807984,-0.00825193,-0.00145413,0.188607,0.0113879,0.0291973
0.5285,0.2,0.0406114,0.189411,-0.000808605,-0.00834306,-0.001242,0.188602,0.0113927,0.0291973
0.529,0.2,0.040618,0.189407,-0.00080912,-0.00843217,-0.00103176,0.188598,0.0113975,0.0291973
0.5295,0.2,0.0406245,0.189403,-0.000809532,-0.00851929,-0.000823401,0.188593,0.0114023,0.0292342
0.53,0.2,0.0406308,0.189398,-0.000809841,-0.00860442,-0.000616939,0.188588,0.011407,0.0292342
0.5305,0.2,0.040637,0.189394,-0.000810047,-0.00868757,-0.000412375,0.188584,0.0114116,0.0292342
0.531,0.2,0.0406431,0.18939,-0.000810152,-0.00876876,-0.000209715,0.188579,0.0114161,0.0292697
0.5315,0.2,0.040649,0.189385,-0.000810156,-0.00884799,-8.96167e-006,0.188575,0.0114206,0.0292697
0.532,0.2,0.0406548,0.189381,-0.000810061,-0.00892527,0.000189881,0.188571,0.011425,0.0292697
0.5325,0.2,0.0406604,0.189376,-0.000809868,-0.00900063,0.000386808,0.188566,0.0114294,0.0293038
0.533,0.2,0.0406659,0.189372,-0.000809577,-0.00907406,0.000581817,0.188562,0.0114337,0.0293038
0.5335,0.2,0.0406712,0.189367,-0.000809189,-0.00914559,0.000774904,0.188558,0.011438,0.0293038
0.534,0.2,0.0406764,0.189362,-0.000808706,-0.00921522,0.000966066,0.188554,0.0114422,0.0293365
0.5345,0.2,0.0406815,0.189358,-0.000808129,-0.00928296,0.0011553,0.18855,0.0114463,0.0293365
0.535,0.2,0.0406864,0.189353,-0.000807457,-0.00934883,0.0013426,0.188546,0.0114504,0.0293365
0.5355,0.2,0.0406912,0.189348,-0.000806693,-0.00941284,0.00152798,0.188542,0.0114544,0.0293677
0.536,0.2,0.0406959,0.189344,-0.000805838,-0.009475,0.00171141,0.188538,0.0114583,0.0293677
0.5365,0.2,0.0407004,0.189339,-0.000804891,-0.00953532,0.00189291,0.188534,0.0114622,0.0293677
0.537,0.2,0.0407047,0.189334,-0.000803855,-0.00959381,0.00207247,0.18853,0.011466,0.0293976
0.5375,0.2,0.040709,0.189329,-0.00080273,-0.0096505,0.00225009,0.188527,0.0114698,0.0293976
0.538,0.2,0.040713,0.189324,-0.000801517,-0.00970538,0.00242576,0.188523,0.0114735,0.0293976
0.5385,0.2,0.040717,0.18932,-0.000800217,-0.00975847,0.00259949,0.188519,0.0114771,0.0294261
0.539,0.2,0.0407208,0.189315,-0.000798832,-0.00980979,0.00277128,0.188516,0.0114807,0.0294261
0.5395,0.2,0.0407244,0.18931,-0.000797361,-0.00985934,0.00294112,0.188512,0.0114842,0.0294261
0.54,0.2,0.040728,0.189305,-0.000795807,-0.00990714,0.00310902,0.188509,0.0114877,0.0294532
0.5405,0.2,0.0407313,0.1893,-0.000794169,-0.0099532,0.00327497,0.188506,0.0114911,0.0294532
0.541,0.2,0.0407346,0.189295,-0.00079245,-0.00999754,0.00343897,0.188502,0.0114944,0.0294532
0.5415,0.2,0.0407377,0.18929,-0.000790649,-0.0100402,0.00360102,0.188499,0.0114977,0.0294789
0.542,0.2,0.0407406,0.189285,-0.000788769,-0.0100811,0.00376113,0.188496,0.0115009,0.0294789
0.5425,0.2,0.0407435,0.18928,-0.000786809,-0.0101203,0.00391929,0.188493,0.0115041,0.0294789
0.543,0.2,0.0407461,0.189275,-0.000784771,-0.0101579,0.0040755,0.18849,0.0115072,0.0295033
0.5435,0.2,0.0407487,0.189269,-0.000782656,-0.0101937,0.00422977,0.188487,0.0115102,0.0295033
0.544,0.2,0.0407511,0.189264,-0.000780465,-0.010228,0.00438209,0.188484,0.0115132,0.0295033
0.5445,0.2,0.0407534,0.189259,-0.000778199,-0.0102606,0.00453247,0.188481,0.0115162,0.0295262
0.545,0.2,0.0407555,0.189254,-0.000775859,-0.0102916,0.00468091,0.188478,0.011519,0.0295262
0.5455,0.2,0.0407575,0.189249,-0.000773445,-0.0103209,0.00482741,0.188475,0.0115218,0.0295262
0.546,0.2,0.0407593,0.189244,-0.000770959,-0.0103487,0.00497196,0.188473,0.0115246,0.0295478
0.5465,0.2,0.040761,0.189238,-0.000768402,-0.0103749,0.00511458,0.18847,0.0115273,0.0295478
0.547,0.2,0.0407626,0.189233,-0.000765774,-0.0103995,0.00525526,0.188468,0.0115299,0.0295478
0.5475,0.2,0.0407641,0.189228,-0.000763077,-0.0104225,0.00539401,0.188465,0.0115325,0.0295681
0.548,0.2,0.0407654,0.189223,-0.000760312,-0.010444,0.00553083,0.188463,0.011535,0.0295681
0.5485,0.2,0.0407665,0.189218,-0.000757479,-0.010464,0.00566572,0.18846,0.0115375,0.0295681
0.549,0.2,0.0407676,0.189212,-0.000754579,-0.0104824,0.00579868,0.188458,0.0115399,0.029587
0.5495,0.2,0.0407685,0.189207,-0.000751614,-0.0104994,0.00592972,0.188456,0.0115422,0.029587
0.55,0.2,0.0407692,0.189202,-0.000748585,-0.0105148,0.00605885,0.188453,0.0115445,0.029587
0.5505,0.2,0.0407699,0.189197,-0.000745492,-0.0105288,0.00618605,0.188451,0.0115467,0.0296046
0.551,0.2,0.0407704,0.189191,-0.000742336,-0.0105413,0.00631134,0.188449,0.0115489,0.0296046
0.5515,0.2,0.0407707,0.189186,-0.000739119,-0.0105523,0.00643472,0.188447,0.011551,0.0296046
0.552,0.2,0.040771,0.189181,-0.000735841,-0.0105619,0.00655619,0.188445,0.0115531,0.0296209
0.5525,0.2,0.0407711,0.189175,-0.000732503,-0.01057,0.00667576,0.188443,0.0115551,0.0296209
0.553,0.2,0.040771,0.18917,-0.000729106,-0.0105768,0.00679343,0.188441,0.011557,0.0296209
0.5535,0.2,0.0407709,0.189165,-0.000725652,-0.0105821,0.00690921,0.188439,0.0115589,0.0296359
0.554,0.2,0.0407706,0.18916,-0.00072214,-0.0105861,0.0070231,0.188437,0.0115608,0.0296359
0.5545,0.2,0.0407702,0.189154,-0.000718573,-0.0105887,0.0071351,0.188436,0.0115626,0.0296359
0.555,0.2,0.0407696,0.189149,-0.00071495,-0.0105899,0.00724523,0.188434,0.0115643,0.0296497
0.5555,0.2,0.0407689,0.189144,-0.000711273,-0.0105898,0.00735347,0.188432,0.011566,0.0296497
0.556,0.2,0.0407681,0.189138,-0.000707543,-0.0105883,0.00745985,0.188431,0.0115676,0.0296497
0.5565,0.2,0.0407672,0.189133,-0.000703761,-0.0105856,0.00756436,0.188429,0.0115692,0.0296622
0.557,0.2,0.0407661,0.189128,-0.000699928,-0.0105815,0.00766701,0.188428,0.0115707,0.0296622
0.5575,0.2,0.040765,0.189123,-0.000696044,-0.0105761,0.0077678,0.188426,0.0115721,0.0296622
0.558,0.2,0.0407636,0.189117,-0.00069211,-0.0105694,0.00786675,0.188425,0.0115735,0.0296734
0.5585,0.2,0.0407622,0.189112,-0.000688128,-0.0105615,0.00796385,0.188424,0.0115749,0.0296734
0.559,0.2,0.0407606,0.189107,-0.000684099,-0.0105523,0.00805911,0.188423,0.0115762,0.0296734
0.5595,0.2,0.040759,0.189101,-0.000680023,-0.0105419,0.00815255,0.188421,0.0115774,0.0296834
0.56,0.2,0.0407572,0.189096,-0.000675901,-0.0105302,0.00824415,0.18842,0.0115786,0.0296834
0.5605,0.2,0.0407552,0.189091,-0.000671734,-0.0105174,0.00833394,0.188419,0.0115798,0.0296834
0.561,0.2,0.0407532,0.189086,-0.000667523,-0.0105033,0.00842191,0.188418,0.0115809,0.0296922
0.5615,0.2,0.040751,0.18908,-0.000663269,-0.010488,0.00850808,0.188417,0.0115819,0.0296922
0.562,0.2,0.0407487,0.189075,-0.000658972,-0.0104716,0.00859245,0.188416,0.0115829,0.0296922
0.5625,0.2,0.0407463,0.18907,-0.000654635,-0.010454,0.00867503,0.188415,0.0115839,0.0296999
0.563,0.2,0.0407438,0.189065,-0.000650257,-0.0104353,0.00875582,0.188414,0.0115847,0.0296999
0.5635,0.2,0.0407411,0.189059,-0.00064584,-0.0104154,0.00883483,0.188414,0.0115856,0.0296999
0.564,0.2,0.0407384,0.189054,-0.000641384,-0.0103945,0.00891207,0.188413,0.0115864,0.0297064
0.5645,0.2,0.0407355,0.189049,-0.00063689,-0.0103724,0.00898755,0.188412,0.0115871,0.0297064
0.565,0.2,0.0407325,0.189044,-0.000632359,-0.0103492,0.00906127,0.188412,0.0115878,0.0297064
0.5655,0.2,0.0407294,0.189039,-0.000627793,-0.0103249,0.00913324,0.188411,0.0115885,0.0297117
0.566,0.2,0.0407262,0.189034,-0.000623191,-0.0102996,0.00920347,0.18841,0.0115891,0.0297117
0.5665,0.2,0.0407228,0.189028,-0.000618555,-0.0102732,0.00927197,0.18841,0.0115896,0.0297117
0.567,0.2,0.0407194,0.189023,-0.000613885,-0.0102458,0.00933874,0.188409,0.0115901,0.029716
0.5675,0.2,0.0407158,0.189018,-0.000609184,-0.0102174,0.00940379,0.188409,0.0115906,0.029716
0.568,0.2,0.0407121,0.189013,-0.00060445,-0.0101879,0.00946714,0.188409,0.011591,0.029716
0.5685,0.2,0.0407084,0.189008,-0.000599686,-0.0101574,0.00952878,0.188408,0.0115914,0.0297191
0.569,0.2,0.0407045,0.189003,-0.000594891,-0.010126,0.00958874,0.188408,0.0115917,0.0297191
0.5695,0.2,0.0407005,0.188998,-0.000590068,-0.0100936,0.00964701,0.188408,0.0115919,0.0297191
0.57,0.2,0.0406964,0.188993,-0.000585216,-0.0100602,0.0097036,0.188408,0.0115922,0.0297212
0.5705,0.2,0.0406922,0.188988,-0.000580337,-0.0100259,0.00975853,0.188408,0.0115924,0.0297212
0.571,0.2,0.0406879,0.188983,-0.000575431,-0.00999065,0.0098118,0.188407,0.0115925,0.0297212
0.5715,0.2,0.0406834,0.188978,-0.000570499,-0.00995448,0.00986342,0.188407,0.0115926,0.0297223
0.572,0.2,0.0406789,0.188973,-0.000565542,-0.0099174,0.0099134,0.188407,0.0115926,0.0297223
0.5725,0.2,0.0406743,0.188968,-0.000560562,-0.00987944,0.00996176,0.188407,0.0115926,0.0297223
0.573,0.2,0.0406696,0.188963,-0.000555557,-0.00984059,0.0100085,0.188407,0.0115926,0.0297223
0.5735,0.2,0.0406647,0.188958,-0.00055053,-0.00980087,0.0100536,0.188408,0.0115925,0.0297223
0.574,0.2,0.0406598,0.188953,-0.000545482,-0.00976031,0.0100971,0.188408,0.0115924,0.0297223
0.5745,0.2,0.0406548,0.188948,-0.000540412,-0.0097189,0.0101391,0.188408,0.0115922,0.0297214
0.575,0.2,0.0406496,0.188944,-0.000535323,-0.00967666,0.0101794,0.188408,0.011592,0.0297214
0.5755,0.2,0.0406444,0.188939,-0.000530214,-0.00963361,0.0102182,0.188409,0.0115918,0.0297214
0.576,0.2,0.0406391,0.188934,-0.000525086,-0.00958976,0.0102554,0.188409,0.0115915,0.0297195
0.5765,0.2,0.0406337,0.188929,-0.00051994,-0.00954512,0.010291,0.188409,0.0115912,0.0297195
0.577,0.2,0.0406282,0.188924,-0.000514778,-0.00949971,0.0103251,0.18841,0.0115908,0.0297195
0.5775,0.2,0.0406226,0.18892,-0.000509599,-0.00945353,0.0103577,0.18841,0.0115904,0.0297166
0.578,0.2,0.0406169,0.188915,-0.000504405,-0.0094066,0.0103888,0.188411,0.0115899,0.0297166
0.5785,0.2,0.0406111,0.18891,-0.000499196,-0.00935893,0.0104183,0.188411,0.0115894,0.0297166
0.579,0.2,0.0406052,0.188906,-0.000493972,-0.00931054,0.0104463,0.188412,0.0115889,0.0297129
0.5795,0.2,0.0405992,0.188901,-0.000488736,-0.00926144,0.0104729,0.188412,0.0115883,0.0297129
0.58,0.2,0.0405932,0.188896,-0.000483487,-0.00921164,0.0104979,0.188413,0.0115877,0.0297129
0.5805,0.2,0.040587,0.188892,-0.000478226,-0.00916115,0.0105215,0.188414,0.0115871,0.0297083
0.581,0.2,0.0405808,0.188887,-0.000472954,-0.00910999,0.0105437,0.188414,0.0115864,0.0297083
0.5815,0.2,0.0405744,0.188883,-0.000467672,-0.00905817,0.0105643,0.188415,0.0115857,0.0297083
0.582,0.2,0.040568,0.188878,-0.00046238,-0.00900569,0.0105836,0.188416,0.011585,0.0297028
0.5825,0.2,0.0405616,0.188874,-0.00045708,-0.00895258,0.0106014,0.188417,0.0115842,0.0297028
0.583,0.2,0.040555,0.188869,-0.000451771,-0.00889885,0.0106178,0.188418,0.0115833,0.0297028
0.5835,0.2,0.0405483,0.188865,-0.000446455,-0.00884451,0.0106328,0.188418,0.0115825,0.0296965
0.584,0.2,0.0405416,0.18886,-0.000441131,-0.00878956,0.0106463,0.188419,0.0115816,0.0296965
0.5845,0.2,0.0405348,0.188856,-0.000435802,-0.00873403,0.0106586,0.18842,0.0115807,0.0296965
0.585,0.2,0.0405279,0.188852,-0.000430467,-0.00867793,0.0106694,0.188421,0.0115797,0.0296893
0.5855,0.2,0.0405209,0.188847,-0.000425128,-0.00862126,0.0106789,0.188422,0.0115787,0.0296893
0.586,0.2,0.0405138,0.188843,-0.000419784,-0.00856404,0.010687,0.188423,0.0115777,0.0296893
0.5865,0.2,0.0405067,0.188839,-0.000414438,-0.00850628,0.0106937,0.188424,0.0115766,0.0296815
0.587,0.2,0.0404995,0.188835,-0.000409088,-0.008448,0.0106992,0.188426,0.0115755,0.0296815
0.5875,0.2,0.0404922,0.18883,-0.000403736,-0.0083892,0.0107033,0.188427,0.0115744,0.0296815
0.588,0.2,0.0404849,0.188826,-0.000398383,-0.00832989,0.0107061,0.188428,0.0115733,0.0296728
0.5885,0.2,0.0404775,0.188822,-0.000393029,-0.0082701,0.0107077,0.188429,0.0115721,0.0296728
0.589,0.2,0.04047,0.188818,-0.000387676,-0.00820983,0.0107079,0.18843,0.0115709,0.0296728
0.5895,0.2,0.0404624,0.188814,-0.000382322,-0.00814909,0.0107069,0.188432,0.0115696,0.0296635
0.59,0.2,0.0404548,0.18881,-0.00037697,-0.00808789,0.0107046,0.188433,0.0115683,0.0296635
0.5905,0.2,0.0404471,0.188806,-0.000371619,-0.00802625,0.0107011,0.188434,0.011567,0.0296635
0.591,0.2,0.0404393,0.188802,-0.000366271,-0.00796418,0.0106963,0.188436,0.0115657,0.0296534
0.5915,0.2,0.0404314,0.188798,-0.000360926,-0.00790169,0.0106903,0.188437,0.0115643,0.0296534
0.592,0.2,0.0404235,0.188794,-0.000355584,-0.00783879,0.0106831,0.188438,0.0115629,0.0296534
0.5925,0.2,0.0404156,0.18879,-0.000350247,-0.00777549,0.0106747,0.18844,0.0115615,0.0296427
0.593,0.2,0.0404075,0.188786,-0.000344915,-0.0077118,0.0106651,0.188441,0.0115601,0.0296427
0.5935,0.2,0.0403995,0.188782,-0.000339587,-0.00764773,0.0106543,0.188443,0.0115586,0.0296427
0.594,0.2,0.0403913,0.188779,-0.000334266,-0.00758331,0.0106423,0.188444,0.0115571,0.0296314
0.5945,0.2,0.0403831,0.188775,-0.000328952,-0.00751852,0.0106292,0.188446,0.0115556,0.0296314
0.595,0.2,0.0403748,0.188771,-0.000323644,-0.0074534,0.010615,0.188448,0.011554,0.0296314
0.5955,0.2,0.0403665,0.188768,-0.000318344,-0.00738795,0.0105996,0.188449,0.0115524,0.0296194
0.596,0.2,0.0403581,0.188764,-0.000313053,-0.00732217,0.0105831,0.188451,0.0115508,0.0296194
0.5965,0.2,0.0403496,0.18876,-0.00030777,-0.00725609,0.0105655,0.188452,0.0115492,0.0296194
0.597,0.2,0.0403411,0.188757,-0.000302497,-0.0071897,0.0105468,0.188454,0.0115476,0.0296069
0.5975,0.2,0.0403326,0.188753,-0.000297233,-0.00712303,0.0105271,0.188456,0.0115459,0.0296069
0.598,0.2,0.040324,0.18875,-0.00029198,-0.00705608,0.0105062,0.188458,0.0115442,0.0296069
