Time,R,U,Theta,Phi,ThetaDot,PhiDot,Total Angle,Error,Digital Control
0.0005,0.2,0,0,0,0,0,0,0,0
0.001,0.2,0.111892,2.51153e-006,-2.5115e-006,0.0049011,-0.0049036,2.7973e-011,0.2,0
0.0015,0.2,0.116054,7.448e-006,-7.44883e-006,0.00986467,-0.00987191,-8.32893e-010,0.2,0.120888
0.002,0.2,0.118864,1.48674e-005,-1.48709e-005,0.014829,-0.0148429,-3.53678e-009,0.2,0.120888
0.0025,0.2,0.121065,2.47567e-005,-2.47656e-005,0.0197666,-0.0197886,-8.84536e-009,0.2,0.120888
0.003,0.2,0.122908,3.70948e-005,-3.71121e-005,0.0246615,-0.0246929,-1.7341e-008,0.2,0.120888
0.0035,0.2,0.124511,5.18551e-005,-5.18845e-005,0.0295034,-0.0295448,-2.94197e-008,0.2,0.120888
0.004,0.2,0.125941,6.90075e-005,-6.90528e-005,0.0342851,-0.0343369,-4.52897e-008,0.2,0.120888
0.0045,0.2,0.127238,8.85195e-005,-8.85845e-005,0.0390014,-0.0390636,-6.49721e-008,0.2,0.120888
0.005,0.2,0.12843,0.000110356,-0.000110445,0.0436484,-0.0437207,-8.83013e-008,0.2,0.120888
0.0055,0.2,0.129535,0.000134482,-0.000134597,0.0482231,-0.0483048,-1.14927e-007,0.2,0.120888
0.006,0.2,0.130569,0.000160859,-0.000161003,0.0527235,-0.0528133,-1.44316e-007,0.2,0.120888
0.0065,0.2,0.131542,0.000189449,-0.000189625,0.0571477,-0.0572443,-1.75752e-007,0.2,0.120888
0.007,0.2,0.132462,0.000220214,-0.000220422,0.0614946,-0.061596,-2.08343e-007,0.2,0.132618
0.0075,0.2,0.133336,0.000253115,-0.000253356,0.0657631,-0.0658673,-2.41019e-007,0.2,0.132618
0.008,0.2,0.134169,0.000288111,-0.000288384,0.0699528,-0.0700572,-2.72536e-007,0.2,0.132618
0.0085,0.2,0.134967,0.000325164,-0.000325466,0.0740631,-0.0741648,-3.01481e-007,0.2,0.132618
0.009,0.2,0.135732,0.000364234,-0.00036456,0.0780938,-0.0781896,-3.26272e-007,0.2,0.132618
0.0095,0.2,0.136467,0.00040528,-0.000405625,0.0820449,-0.0821313,-3.4516e-007,0.2,0.132618
0.01,0.2,0.137176,0.000448263,-0.00044862,0.0859165,-0.0859895,-3.56237e-007,0.2,0.132618
0.0105,0.2,0.137861,0.000493144,-0.000493501,0.0897086,-0.0897641,-3.57435e-007,0.2,0.132618
0.011,0.2,0.138524,0.000539882,-0.000540228,0.0934216,-0.0934551,-3.46529e-007,0.2,0.132618
0.0115,0.2,0.139166,0.000588438,-0.000588759,0.0970559,-0.0970626,-3.21142e-007,0.2,0.132618
0.012,0.2,0.139789,0.000638773,-0.000639052,0.100612,-0.100587,-2.78747e-007,0.2,0.132618
0.0125,0.2,0.140394,0.000690848,-0.000691065,0.10409,-0.104027,-2.16669e-007,0.2,0.116026
0.013,0.2,0.140983,0.000744625,-0.000744757,0.107491,-0.107385,-1.32091e-007,0.2,0.116026
0.0135,0.2,0.141557,0.000800065,-0.000800087,0.110815,-0.110661,-2.2056e-008,0.2,0.116026
0.014,0.2,0.142116,0.00085713,-0.000857013,0.114063,-0.113853,1.16533e-007,0.2,0.116026
0.0145,0.2,0.142662,0.000915782,-0.000915495,0.117236,-0.116965,2.86904e-007,0.2,0.116026
0.015,0.2,0.143195,0.000975984,-0.000975492,0.120334,-0.119994,4.9242e-007,0.2,0.116026
0.0155,0.2,0.143717,0.0010377,-0.00103696,0.123358,-0.122943,7.36567e-007,0.2,0.116026
0.016,0.2,0.144226,0.00110089,-0.00109987,0.126309,-0.125812,1.02296e-006,0.199999,0.116026
0.0165,0.2,0.144726,0.00116552,-0.00116417,0.129188,-0.1286,1.35534e-006,0.199999,0.116026
0.017,0.2,0.145215,0.00123156,-0.00122982,0.131996,-0.13131,1.73755e-006,0.199999,0.116026
0.0175,0.2,0.145694,0.00129897,-0.00129679,0.134732,-0.13394,2.17356e-006,0.199998,0.116026
0.018,0.2,0.146164,0.0013677,-0.00136504,0.137399,-0.136493,2.66746e-006,0.199998,0.0972093
0.0185,0.2,0.146625,0.00143774,-0.00143452,0.139997,-0.138968,3.22345e-006,0.199997,0.0972093
0.019,0.2,0.147078,0.00150905,-0.0015052,0.142527,-0.141367,3.84581e-006,0.199997,0.0972093
0.0195,0.2,0.147523,0.00158159,-0.00157705,0.144989,-0.143689,4.53895e-006,0.199996,0.0972093
0.02,0.2,0.147961,0.00165532,-0.00165002,0.147386,-0.145936,5.30737e-006,0.199995,0.0972093
0.0205,0.2,0.148391,0.00173023,-0.00172407,0.149716,-0.148109,6.15568e-006,0.199995,0.0972093
0.021,0.2,0.148814,0.00180626,-0.00179917,0.151982,-0.150207,7.08857e-006,0.199994,0.0972093
0.0215,0.2,0.14923,0.0018834,-0.00187529,0.154185,-0.152232,8.11082e-006,0.199993,0.0972093
0.022,0.2,0.149639,0.00196161,-0.00195238,0.156324,-0.154184,9.22731e-006,0.199992,0.0972093
0.0225,0.2,0.150043,0.00204085,-0.00203041,0.158402,-0.156065,1.0443e-005,0.199991,0.0972093
0.023,0.2,0.15044,0.00212111,-0.00210935,0.160419,-0.157874,1.17629e-005,0.19999,0.0972093
0.0235,0.2,0.150832,0.00220235,-0.00218915,0.162376,-0.159614,1.31923e-005,0.199988,0.103745
0.024,0.2,0.151218,0.00228453,-0.0022698,0.164273,-0.161283,1.47362e-005,0.199987,0.103745
0.0245,0.2,0.151598,0.00236764,-0.00235124,0.166113,-0.162884,1.63999e-005,0.199985,0.103745
0.025,0.2,0.151973,0.00245163,-0.00243344,0.167894,-0.164416,1.81889e-005,0.199984,0.103745
0.0255,0.2,0.152343,0.00253649,-0.00251638,0.16962,-0.165882,2.01085e-005,0.199982,0.103745
0.026,0.2,0.152709,0.00262219,-0.00260002,0.17129,-0.16728,2.21642e-005,0.19998,0.103745
0.0265,0.2,0.153069,0.00270869,-0.00268433,0.172905,-0.168613,2.43616e-005,0.199978,0.103745
0.027,0.2,0.153425,0.00279598,-0.00276927,0.174466,-0.169881,2.67062e-005,0.199976,0.103745
0.0275,0.2,0.153776,0.00288402,-0.00285481,0.175975,-0.171084,2.92039e-005,0.199973,0.103745
0.028,0.2,0.154124,0.00297278,-0.00294092,0.177431,-0.172224,3.18602e-005,0.199971,0.103745
0.0285,0.2,0.154466,0.00306225,-0.00302757,0.178836,-0.173301,3.4681e-005,0.199968,0.103745
0.029,0.2,0.154805,0.0031524,-0.00311473,0.180191,-0.174316,3.7672e-005,0.199965,0.110509
0.0295,0.2,0.15514,0.00324321,-0.00320237,0.181497,-0.17527,4.08393e-005,0.199962,0.110509
0.03,0.2,0.155471,0.00333464,-0.00329045,0.182754,-0.176164,4.41887e-005,0.199959,0.110509
0.0305,0.2,0.155798,0.00342667,-0.00337895,0.183963,-0.176998,4.77262e-005,0.199956,0.110509
0.031,0.2,0.156121,0.00351929,-0.00346783,0.185126,-0.177773,5.14578e-005,0.199952,0.110509
0.0315,0.2,0.156441,0.00361247,-0.00355708,0.186242,-0.178489,5.53896e-005,0.199949,0.110509
0.032,0.2,0.156757,0.00370618,-0.00364665,0.187313,-0.179149,5.95276e-005,0.199945,0.110509
0.0325,0.2,0.15707,0.0038004,-0.00373653,0.18834,-0.179752,6.38781e-005,0.19994,0.110509
0.033,0.2,0.157379,0.00389512,-0.00382667,0.189324,-0.180298,6.84471e-005,0.199936,0.110509
0.0335,0.2,0.157685,0.00399031,-0.00391707,0.190264,-0.18079,7.32408e-005,0.199932,0.110509
0.034,0.2,0.157988,0.00408595,-0.00400768,0.191163,-0.181228,7.82656e-005,0.199927,0.110509
0.0345,0.2,0.158288,0.00418202,-0.00409849,0.192021,-0.181611,8.35275e-005,0.199922,0.112765
0.035,0.2,0.158585,0.00427849,-0.00418946,0.192838,-0.181942,8.9033e-005,0.199916,0.112765
0.0355,0.2,0.158879,0.00437536,-0.00428057,0.193616,-0.182221,9.47882e-005,0.199911,0.112765
0.036,0.2,0.15917,0.00447259,-0.00437179,0.194355,-0.182448,0.0001008,0.199905,0.112765
0.0365,0.2,0.159458,0.00457018,-0.0044631,0.195057,-0.182625,0.000107073,0.199899,0.112765
0.037,0.2,0.159743,0.0046681,-0.00455448,0.195721,-0.182752,0.000113616,0.199893,0.112765
0.0375,0.2,0.160025,0.00476633,-0.00464589,0.196348,-0.18283,0.000120434,0.199886,0.112765
0.038,0.2,0.160305,0.00486486,-0.00473732,0.19694,-0.182859,0.000127533,0.19988,0.112765
0.0385,0.2,0.160582,0.00496366,-0.00482874,0.197497,-0.182841,0.00013492,0.199872,0.112765
0.039,0.2,0.160856,0.00506273,-0.00492013,0.19802,-0.182775,0.000142601,0.199865,0.112765
0.0395,0.2,0.161128,0.00516205,-0.00501146,0.19851,-0.182664,0.000150583,0.199857,0.112765
0.04,0.2,0.161398,0.00526159,-0.00510271,0.198966,-0.182506,0.000158873,0.199849,0.114621
0.0405,0.2,0.161664,0.00536134,-0.00519387,0.199391,-0.182304,0.000167475,0.199841,0.114621
0.041,0.2,0.161929,0.00546129,-0.0052849,0.199784,-0.182058,0.000176398,0.199833,0.114621
0.0415,0.2,0.162191,0.00556143,-0.00537578,0.200147,-0.181769,0.000185647,0.199824,0.114621
0.042,0.2,0.162451,0.00566172,-0.0054665,0.20048,-0.181436,0.000195228,0.199814,0.114621
0.0425,0.2,0.162708,0.00576218,-0.00555703,0.200784,-0.181062,0.000205149,0.199805,0.114621
0.043,0.2,0.162963,0.00586277,-0.00564735,0.201059,-0.180646,0.000215415,0.199795,0.114621
0.0435,0.2,0.163216,0.00596348,-0.00573744,0.201306,-0.18019,0.000226033,0.199785,0.114621
0.044,0.2,0.163467,0.0060643,-0.00582729,0.201526,-0.179694,0.000237009,0.199774,0.114621
0.0445,0.2,0.163715,0.00616522,-0.00591687,0.20172,-0.179158,0.00024835,0.199763,0.114621
0.045,0.2,0.163961,0.00626622,-0.00600616,0.201888,-0.178584,0.000260062,0.199752,0.114621
0.0455,0.2,0.164206,0.0063673,-0.00609515,0.20203,-0.177972,0.000272151,0.19974,0.112465
0.046,0.2,0.164448,0.00646843,-0.00618381,0.202148,-0.177323,0.000284624,0.199728,0.112465
0.0465,0.2,0.164688,0.00656961,-0.00627213,0.202242,-0.176637,0.000297487,0.199715,0.112465
0.047,0.2,0.164926,0.00667083,-0.00636008,0.202312,-0.175915,0.000310746,0.199703,0.112465
0.0475,0.2,0.165162,0.00677207,-0.00644766,0.20236,-0.175157,0.000324407,0.199689,0.112465
0.048,0.2,0.165396,0.00687332,-0.00653484,0.202385,-0.174365,0.000338477,0.199676,0.112465
0.0485,0.2,0.165628,0.00697458,-0.00662161,0.202389,-0.17354,0.000352962,0.199662,0.112465
0.049,0.2,0.165858,0.00707582,-0.00670795,0.202372,-0.17268,0.000367868,0.199647,0.112465
0.0495,0.2,0.166086,0.00717705,-0.00679385,0.202334,-0.171788,0.000383201,0.199632,0.112465
0.05,0.2,0.166313,0.00727825,-0.00687928,0.202277,-0.170864,0.000398968,0.199617,0.112465
0.0505,0.2,0.166537,0.00737941,-0.00696423,0.202201,-0.169908,0.000415174,0.199601,0.112465
0.051,0.2,0.16676,0.00748052,-0.00704869,0.202105,-0.168922,0.000431826,0.199585,0.111102
0.0515,0.2,0.16698,0.00758157,-0.00713264,0.201992,-0.167905,0.00044893,0.199568,0.111102
0.052,0.2,0.167199,0.00768256,-0.00721607,0.201861,-0.166859,0.000466491,0.199551,0.111102
0.0525,0.2,0.167417,0.00778348,-0.00729896,0.201713,-0.165783,0.000484516,0.199534,0.111102
0.053,0.2,0.167632,0.00788431,-0.0073813,0.201548,-0.164679,0.000503011,0.199515,0.111102
0.0535,0.2,0.167846,0.00798506,-0.00746308,0.201368,-0.163547,0.000521981,0.199497,0.111102
0.054,0.2,0.168058,0.0080857,-0.00754427,0.201172,-0.162388,0.000541432,0.199478,0.111102
0.0545,0.2,0.168268,0.00818624,-0.00762487,0.200961,-0.161203,0.000561371,0.199459,0.111102
0.055,0.2,0.168476,0.00828667,-0.00770487,0.200735,-0.159991,0.000581803,0.199439,0.111102
0.0555,0.2,0.168683,0.00838698,-0.00778424,0.200496,-0.158754,0.000602734,0.199418,0.111102
0.056,0.2,0.168888,0.00848716,-0.00786299,0.200243,-0.157492,0.000624169,0.199397,0.111102
0.0565,0.2,0.169092,0.00858721,-0.00794109,0.199977,-0.156205,0.000646114,0.199376,0.1107
0.057,0.2,0.169294,0.00868711,-0.00801854,0.199698,-0.154895,0.000668576,0.199354,0.1107
0.0575,0.2,0.169494,0.00878688,-0.00809532,0.199408,-0.153561,0.000691558,0.199331,0.1107
0.058,0.2,0.169692,0.00888649,-0.00817142,0.199106,-0.152205,0.000715068,0.199308,0.1107
0.0585,0.2,0.169889,0.00898594,-0.00824683,0.198793,-0.150826,0.000739111,0.199285,0.1107
0.059,0.2,0.170085,0.00908524,-0.00832155,0.198469,-0.149426,0.000763691,0.199261,0.1107
0.0595,0.2,0.170279,0.00918436,-0.00839555,0.198134,-0.148005,0.000788814,0.199236,0.1107
0.06,0.2,0.170471,0.00928332,-0.00846883,0.19779,-0.146564,0.000814487,0.199211,0.1107
0.0605,0.2,0.170662,0.00938209,-0.00854138,0.197437,-0.145102,0.000840713,0.199186,0.1107
0.061,0.2,0.170851,0.00948069,-0.00861319,0.197075,-0.143621,0.000867499,0.199159,0.1107
0.0615,0.2,0.171039,0.0095791,-0.00868425,0.196704,-0.142121,0.000894849,0.199133,0.1107
0.062,0.2,0.171225,0.00967732,-0.00875455,0.196325,-0.140602,0.000922769,0.199105,0.110493
0.0625,0.2,0.171409,0.00977535,-0.00882409,0.195938,-0.139066,0.000951263,0.199077,0.110493
0.063,0.2,0.171592,0.00987318,-0.00889284,0.195544,-0.137512,0.000980338,0.199049,0.110493
0.0635,0.2,0.171774,0.00997081,-0.00896081,0.195143,-0.135941,0.00101,0.19902,0.110493
0.064,0.2,0.171954,0.0100682,-0.00902799,0.194736,-0.134354,0.00104025,0.19899,0.110493
0.0645,0.2,0.172133,0.0101655,-0.00909436,0.194322,-0.132751,0.00107109,0.19896,0.110493
0.065,0.2,0.17231,0.0102625,-0.00915993,0.193903,-0.131133,0.00110253,0.198929,0.110493
0.0655,0.2,0.172486,0.0103593,-0.00922468,0.193478,-0.129499,0.00113458,0.198897,0.110493
0.066,0.2,0.17266,0.0104558,-0.0092886,0.193048,-0.127851,0.00116724,0.198865,0.110493
0.0665,0.2,0.172833,0.0105522,-0.0093517,0.192614,-0.126189,0.0012005,0.198833,0.110493
0.067,0.2,0.173004,0.0106483,-0.00941395,0.192175,-0.124514,0.00123439,0.198799,0.110493
0.0675,0.2,0.173174,0.0107443,-0.00947537,0.191732,-0.122825,0.0012689,0.198766,0.11073
0.068,0.2,0.173343,0.01084,-0.00953593,0.191285,-0.121124,0.00130404,0.198731,0.11073
0.0685,0.2,0.17351,0.0109354,-0.00959563,0.190835,-0.11941,0.00133981,0.198696,0.11073
0.069,0.2,0.173676,0.0110307,-0.00965448,0.190383,-0.117685,0.00137622,0.19866,0.11073
0.0695,0.2,0.17384,0.0111257,-0.00971245,0.189927,-0.115949,0.00141326,0.198624,0.11073
0.07,0.2,0.174003,0.0112205,-0.00976955,0.189469,-0.114202,0.00145095,0.198587,0.11073
0.0705,0.2,0.174165,0.0113151,-0.00982577,0.189009,-0.112444,0.00148929,0.198549,0.11073
0.071,0.2,0.174325,0.0114094,-0.00988111,0.188547,-0.110677,0.00152828,0.198511,0.11073
0.0715,0.2,0.174484,0.0115035,-0.00993556,0.188084,-0.1089,0.00156793,0.198472,0.11073
0.072,0.2,0.174642,0.0115974,-0.00998912,0.18762,-0.107114,0.00160824,0.198432,0.11073
0.0725,0.2,0.174798,0.011691,-0.0100418,0.187155,-0.105319,0.00164921,0.198392,0.11073
0.073,0.2,0.174953,0.0117844,-0.0100935,0.186689,-0.103516,0.00169086,0.198351,0.110681
0.0735,0.2,0.175106,0.0118776,-0.0101444,0.186223,-0.101705,0.00173317,0.198309,0.110681
0.074,0.2,0.175258,0.0119705,-0.0101943,0.185757,-0.0998862,0.00177616,0.198267,0.110681
0.0745,0.2,0.175409,0.0120632,-0.0102434,0.185291,-0.0980607,0.00181983,0.198224,0.110681
0.075,0.2,0.175559,0.0121557,-0.0102915,0.184826,-0.0962285,0.00186419,0.19818,0.110681
0.0755,0.2,0.175707,0.0122479,-0.0103387,0.184362,-0.0943901,0.00190923,0.198136,0.110681
0.076,0.2,0.175854,0.0123399,-0.0103849,0.183898,-0.0925457,0.00195496,0.198091,0.110681
0.0765,0.2,0.175999,0.0124317,-0.0104303,0.183436,-0.0906959,0.00200138,0.198045,0.110681
0.077,0.2,0.176143,0.0125232,-0.0104747,0.182975,-0.088841,0.0020485,0.197999,0.110681
0.0775,0.2,0.176286,0.0126145,-0.0105182,0.182516,-0.0869813,0.00209633,0.197951,0.110681
0.078,0.2,0.176428,0.0127056,-0.0105608,0.18206,-0.0851172,0.00214485,0.197904,0.110681
0.0785,0.2,0.176568,0.0127965,-0.0106024,0.181605,-0.0832492,0.00219408,0.197855,0.110391
0.079,0.2,0.176707,0.0128871,-0.0106431,0.181153,-0.0813774,0.00224402,0.197806,0.110391
0.0795,0.2,0.176845,0.0129775,-0.0106828,0.180703,-0.0795024,0.00229468,0.197756,0.110391
0.08,0.2,0.176982,0.0130677,-0.0107216,0.180257,-0.0776244,0.00234605,0.197705,0.110391
0.0805,0.2,0.177117,0.0131576,-0.0107595,0.179813,-0.0757439,0.00239814,0.197654,0.110391
0.081,0.2,0.177251,0.0132474,-0.0107964,0.179373,-0.0738611,0.00245095,0.197602,0.110391
0.0815,0.2,0.177384,0.0133369,-0.0108324,0.178936,-0.0719764,0.00250448,0.197549,0.110391
0.082,0.2,0.177515,0.0134262,-0.0108675,0.178503,-0.0700901,0.00255874,0.197496,0.110391
0.0825,0.2,0.177645,0.0135153,-0.0109016,0.178074,-0.0682026,0.00261373,0.197441,0.110391
0.083,0.2,0.177774,0.0136042,-0.0109347,0.177649,-0.0663141,0.00266945,0.197386,0.110391
0.0835,0.2,0.177902,0.0136928,-0.0109669,0.177229,-0.0644251,0.0027259,0.197331,0.110391
0.084,0.2,0.178029,0.0137813,-0.0109982,0.176813,-0.0625358,0.00278309,0.197274,0.110023
0.0845,0.2,0.178154,0.0138696,-0.0110285,0.176401,-0.0606465,0.00284102,0.197217,0.110023
0.085,0.2,0.178278,0.0139576,-0.0110579,0.175994,-0.0587576,0.0028997,0.197159,0.110023
0.0855,0.2,0.1784,0.0140455,-0.0110863,0.175593,-0.0568694,0.00295911,0.1971,0.110023
0.086,0.2,0.178522,0.0141331,-0.0111138,0.175196,-0.0549821,0.00301927,0.197041,0.110023
0.0865,0.2,0.178642,0.0142206,-0.0111404,0.174805,-0.0530961,0.00308017,0.196981,0.110023
0.087,0.2,0.178761,0.0143078,-0.011166,0.174419,-0.0512117,0.00314183,0.19692,0.110023
0.0875,0.2,0.178879,0.0143949,-0.0111907,0.174039,-0.0493291,0.00320424,0.196858,0.110023
0.088,0.2,0.178996,0.0144818,-0.0112144,0.173664,-0.0474486,0.0032674,0.196796,0.110023
0.0885,0.2,0.179111,0.0145685,-0.0112372,0.173296,-0.0455706,0.00333131,0.196733,0.110023
0.089,0.2,0.179226,0.014655,-0.011259,0.172933,-0.0436953,0.00339598,0.196669,0.110023
0.0895,0.2,0.179339,0.0147413,-0.0112799,0.172577,-0.0418229,0.00346141,0.196604,0.109562
0.09,0.2,0.17945,0.0148275,-0.0112999,0.172227,-0.0399538,0.0035276,0.196539,0.109562
0.0905,0.2,0.179561,0.0149135,-0.0113189,0.171883,-0.0380882,0.00359455,0.196472,0.109562
0.091,0.2,0.179671,0.0149993,-0.0113371,0.171546,-0.0362264,0.00366226,0.196405,0.109562
0.0915,0.2,0.179779,0.015085,-0.0113542,0.171216,-0.0343686,0.00373073,0.196338,0.109562
0.092,0.2,0.179886,0.0151705,-0.0113705,0.170893,-0.0325151,0.00379997,0.196269,0.109562
0.0925,0.2,0.179992,0.0152558,-0.0113858,0.170576,-0.0306662,0.00386998,0.1962,0.109562
0.093,0.2,0.180096,0.015341,-0.0114002,0.170267,-0.028822,0.00394075,0.19613,0.109562
0.0935,0.2,0.1802,0.015426,-0.0114137,0.169964,-0.0269829,0.00401229,0.196059,0.109562
0.094,0.2,0.180302,0.0155109,-0.0114263,0.169669,-0.0251491,0.0040846,0.195988,0.109562
0.0945,0.2,0.180403,0.0155956,-0.011438,0.169382,-0.0233208,0.00415768,0.195915,0.109562
0.095,0.2,0.180503,0.0156802,-0.0114487,0.169101,-0.0214982,0.00423153,0.195842,0.109109
0.0955,0.2,0.180602,0.0157647,-0.0114586,0.168829,-0.0196816,0.00430616,0.195768,0.109109
0.096,0.2,0.1807,0.015849,-0.0114675,0.168564,-0.0178712,0.00438155,0.195694,0.109109
0.0965,0.2,0.180796,0.0159332,-0.0114755,0.168306,-0.0160673,0.00445772,0.195618,0.109109
0.097,0.2,0.180892,0.0160173,-0.0114827,0.168057,-0.01427,0.00453467,0.195542,0.109109
0.0975,0.2,0.180986,0.0161013,-0.0114889,0.167815,-0.0124795,0.00461239,0.195465,0.109109
0.098,0.2,0.181079,0.0161851,-0.0114942,0.167582,-0.0106962,0.00469088,0.195388,0.109109
0.0985,0.2,0.181171,0.0162689,-0.0114987,0.167356,-0.00892009,0.00477015,0.195309,0.109109
0.099,0.2,0.181262,0.0163525,-0.0115023,0.167139,-0.00715149,0.00485019,0.19523,0.109109
0.0995,0.2,0.181351,0.016436,-0.011505,0.16693,-0.00539058,0.00493101,0.19515,0.109109
0.1,0.2,0.18144,0.0165194,-0.0115068,0.166729,-0.00363755,0.0050126,0.195069,0.109109
0.1005,0.2,0.181527,0.0166027,-0.0115077,0.166536,-0.0018926,0.00509498,0.194987,0.108636
0.101,0.2,0.181613,0.0166859,-0.0115078,0.166352,-0.000155927,0.00517812,0.194905,0.108636
0.1015,0.2,0.181698,0.0167691,-0.011507,0.166176,0.00157229,0.00526205,0.194822,0.108636
0.102,0.2,0.181782,0.0168521,-0.0115054,0.166009,0.00329187,0.00534675,0.194738,0.108636
0.1025,0.2,0.181865,0.0169351,-0.0115029,0.16585,0.00500263,0.00543222,0.194653,0.108636
0.103,0.2,0.181947,0.017018,-0.0114995,0.1657,0.00670439,0.00551847,0.194568,0.108636
0.1035,0.2,0.182028,0.0171008,-0.0114953,0.165558,0.00839697,0.0056055,0.194482,0.108636
0.104,0.2,0.182107,0.0171836,-0.0114903,0.165426,0.0100802,0.0056933,0.194394,0.108636
0.1045,0.2,0.182185,0.0172663,-0.0114844,0.165302,0.011754,0.00578188,0.194307,0.108636
0.105,0.2,0.182263,0.0173489,-0.0114777,0.165186,0.013418,0.00587123,0.194218,0.108636
0.1055,0.2,0.182339,0.0174315,-0.0114702,0.16508,0.0150722,0.00596136,0.194129,0.108636
0.106,0.2,0.182414,0.0175141,-0.0114618,0.164983,0.0167165,0.00605226,0.194039,0.108111
0.1065,0.2,0.182488,0.0175966,-0.0114526,0.164894,0.0183506,0.00614393,0.193948,0.108111
0.107,0.2,0.182561,0.017679,-0.0114427,0.164814,0.0199744,0.00623637,0.193856,0.108111
0.1075,0.2,0.182632,0.0177614,-0.0114319,0.164743,0.0215877,0.00632958,0.193764,0.108111
0.108,0.2,0.182703,0.0178438,-0.0114203,0.164681,0.0231905,0.00642357,0.19367,0.108111
0.1085,0.2,0.182773,0.0179262,-0.0114079,0.164628,0.0247825,0.00651832,0.193576,0.108111
0.109,0.2,0.182841,0.0180085,-0.0113947,0.164585,0.0263637,0.00661385,0.193482,0.108111
0.1095,0.2,0.182908,0.0180909,-0.0113807,0.16455,0.0279338,0.00671014,0.193386,0.108111
0.11,0.2,0.182975,0.0181732,-0.011366,0.164524,0.0294929,0.0068072,0.19329,0.108111
0.1105,0.2,0.18304,0.0182555,-0.0113505,0.164507,0.0310406,0.00690502,0.193193,0.108111
0.111,0.2,0.183104,0.0183378,-0.0113342,0.164499,0.032577,0.00700361,0.193095,0.108111
0.1115,0.2,0.183167,0.0184201,-0.0113171,0.164501,0.0341018,0.00710296,0.192996,0.107534
0.112,0.2,0.183229,0.0185024,-0.0112993,0.164511,0.0356151,0.00720307,0.192897,0.107534
0.1125,0.2,0.18329,0.0185847,-0.0112807,0.164531,0.0371165,0.00730394,0.192797,0.107534
0.113,0.2,0.18335,0.018667,-0.0112614,0.164559,0.0386061,0.00740557,0.192696,0.107534
0.1135,0.2,0.183409,0.0187494,-0.0112414,0.164597,0.0400838,0.00750796,0.192594,0.107534
0.114,0.2,0.183467,0.0188317,-0.0112206,0.164644,0.0415493,0.00761111,0.192492,0.107534
0.1145,0.2,0.183524,0.0189141,-0.0111991,0.164699,0.0430027,0.00771501,0.192389,0.107534
0.115,0.2,0.183579,0.0189966,-0.0111769,0.164764,0.0444437,0.00781966,0.192285,0.107534
0.1155,0.2,0.183634,0.019079,-0.011154,0.164838,0.0458724,0.00792506,0.19218,0.107534
0.116,0.2,0.183688,0.0191615,-0.0111303,0.164921,0.0472886,0.00803122,0.192075,0.107534
0.1165,0.2,0.18374,0.0192441,-0.011106,0.165013,0.0486922,0.00813812,0.191969,0.107534
0.117,0.2,0.183792,0.0193267,-0.0110809,0.165114,0.0500831,0.00824577,0.191862,0.106894
0.1175,0.2,0.183842,0.0194094,-0.0110552,0.165224,0.0514613,0.00835416,0.191754,0.106894
0.118,0.2,0.183892,0.0194921,-0.0110288,0.165343,0.0528266,0.00846329,0.191646,0.106894
0.1185,0.2,0.18394,0.0195749,-0.0110017,0.165471,0.054179,0.00857317,0.191537,0.106894
0.119,0.2,0.183987,0.0196577,-0.0109739,0.165608,0.0555183,0.00868378,0.191427,0.106894
0.1195,0.2,0.184034,0.0197407,-0.0109455,0.165754,0.0568446,0.00879513,0.191316,0.106894
0.12,0.2,0.184079,0.0198237,-0.0109164,0.165909,0.0581577,0.00890721,0.191205,0.106894
0.1205,0.2,0.184123,0.0199067,-0.0108867,0.166072,0.0594576,0.00902003,0.191093,0.106894
0.121,0.2,0.184167,0.0199899,-0.0108563,0.166245,0.0607442,0.00913357,0.19098,0.106894
0.1215,0.2,0.184209,0.0200732,-0.0108253,0.166426,0.0620173,0.00924784,0.190866,0.106894
0.122,0.2,0.18425,0.0201565,-0.0107937,0.166616,0.0632771,0.00936284,0.190752,0.106894
0.1225,0.2,0.184291,0.02024,-0.0107614,0.166815,0.0645233,0.00947856,0.190637,0.1062
0.123,0.2,0.18433,0.0203235,-0.0107286,0.167022,0.065756,0.00959499,0.190521,0.1062
0.1235,0.2,0.184368,0.0204072,-0.0106951,0.167239,0.0669751,0.00971215,0.190405,0.1062
0.124,0.2,0.184406,0.020491,-0.010661,0.167464,0.0681804,0.00983002,0.190288,0.1062
0.1245,0.2,0.184442,0.0205749,-0.0106263,0.167697,0.0693721,0.00994861,0.19017,0.1062
0.125,0.2,0.184478,0.0206589,-0.010591,0.167939,0.07055,0.0100679,0.190051,0.1062
0.1255,0.2,0.184512,0.0207431,-0.0105552,0.16819,0.071714,0.0101879,0.189932,0.1062
0.126,0.2,0.184545,0.0208273,-0.0105187,0.168449,0.0728642,0.0103086,0.189812,0.1062
0.1265,0.2,0.184578,0.0209117,-0.0104817,0.168716,0.0740004,0.01043,0.189691,0.1062
0.127,0.2,0.184609,0.0209963,-0.0104442,0.168992,0.0751227,0.0105521,0.18957,0.1062
0.1275,0.2,0.18464,0.021081,-0.010406,0.169277,0.076231,0.0106749,0.189448,0.1062
0.128,0.2,0.184669,0.0211658,-0.0103674,0.169569,0.0773253,0.0107984,0.189325,0.105459
0.1285,0.2,0.184698,0.0212508,-0.0103282,0.16987,0.0784055,0.0109226,0.189202,0.105459
