time,input,GL,EXP20
46.15,0,0.0402894,0.0294904
46.2,0,0.0401749,0.0292561
46.25,0,0.0400635,0.0290257
46.3,0,0.0399552,0.0287991
46.35,0,0.0398497,0.0285762
46.4,0,0.0397471,0.0283569
46.45,0,0.0396473,0.0281412
46.5,0,0.0395502,0.0279289
46.55,0,0.0394557,0.02772
46.6,0,0.0393639,0.0275143
46.65,0,0.0392746,0.0273118
46.7,0,0.0391878,0.0271125
46.75,0,0.0391034,0.0269162
46.8,0,0.0390214,0.0267229
46.85,0,0.0389417,0.0265325
46.9,0,0.0388644,0.0263449
46.95,0,0.0387892,0.0261602
47,0,0.0387162,0.0259781
47.05,0,0.0386454,0.0257987
47.1,0,0.0385766,0.0256219
47.15,0,0.0385099,0.0254477
47.2,0,0.0384453,0.0252759
47.25,0,0.0383826,0.0251066
47.3,0,0.0383218,0.0249396
47.35,0,0.0382629,0.024775
47.4,0,0.0382059,0.0246126
47.45,0,0.0381507,0.0244525
47.5,0,0.0380973,0.0242946
47.55,0,0.0380456,0.0241388
47.6,0,0.0379957,0.0239852
47.65,0,0.0379475,0.0238335
47.7,0,0.0379009,0.023684
47.75,0,0.037856,0.0235363
47.8,0,0.0378126,0.0233906
47.85,0,0.0377708,0.0232469
47.9,0,0.0377306,0.0231049
47.95,0,0.0376919,0.0229648
48,0,0.0376546,0.0228265
48.05,0,0.0376189,0.02269
48.1,0,0.0375845,0.0225552
48.15,0,0.0375516,0.022422
48.2,0,0.0375201,0.0222906
48.25,0,0.0374899,0.0221607
48.3,0,0.0374611,0.0220325
48.35,0,0.0374336,0.0219058
48.4,0,0.0374074,0.0217807
48.45,0,0.0373825,0.0216571
48.5,0,0.0373589,0.0215349
48.55,0,0.0373364,0.0214142
48.6,0,0.0373152,0.021295
48.65,0,0.0372952,0.0211772
48.7,0,0.0372764,0.0210607
48.75,0,0.0372587,0.0209457
48.8,0,0.0372422,0.0208319
48.85,0,0.0372268,0.0207195
48.9,0,0.0372125,0.0206083
48.95,0,0.0371993,0.0204985
49,0,0.0371872,0.0203898
49.05,0,0.0371761,0.0202824
49.1,0,0.0371661,0.0201762
49.15,0,0.0371571,0.0200712
49.2,0,0.0371492,0.0199674
49.25,0,0.0371422,0.0198647
49.3,0,0.0371362,0.0197632
49.35,0,0.0371311,0.0196627
49.4,0,0.0371271,0.0195634
49.45,0,0.0371239,0.0194651
49.5,0,0.0371217,0.0193679
49.55,0,0.0371204,0.0192717
49.6,0,0.03712,0.0191765
49.65,0,0.0371205,0.0190824
49.7,0,0.0371219,0.0189893
49.75,0,0.0371241,0.0188971
49.8,0,0.0371272,0.0188059
49.85,0,0.0371312,0.0187156
49.9,0,0.0371359,0.0186263
49.95,0,0.0371415,0.0185379
