freq,CFEPhase,fullPhase,expPhase,recPhase,shiftAvgPhase1,shiftAvgPhase9,shiftAvgPhase5,shiftAvgPhase3,shiftAvgPhase8
0.0500,-0.0225,0,0.0000,0.0000,-0.0008,-0.0085,-0.0162,-14.5315,-0.9061
0.0792,-0.0357,0,0.0000,0.0000,-0.0013,-0.0134,-0.0257,-22.8586,-1.4336
0.1256,-0.0566,0,0.0000,0.0000,-0.0020,-0.0213,-0.0407,-25.0215,-2.2727
0.1991,-0.0897,0,0.0000,0.0000,-0.0031,-0.0337,-0.0645,-24.9332,-3.5934
0.3155,-0.1422,0,0.0000,0.0000,-0.0050,-0.0535,-0.1023,-25.7261,-5.6639
0.5000,-0.2254,0,0.0000,0.0000,-0.0079,-0.0848,-0.1621,-26.1956,-8.8378
0.7924,-0.3572,0,0.0000,0.0000,-0.0125,-0.1343,-0.2569,-26.4342,-13.4979
1.2559,-0.5661,0,0.0000,0.0000,-0.0198,-0.2129,-0.4071,-26.6511,-19.6062
1.9905,-0.8971,0,0.0000,0.0000,-0.0314,-0.3374,-0.6452,-26.7893,-25.6700
3.1548,-1.4210,0,0.0000,0.0000,-0.0498,-0.5348,-1.0225,-26.8489,-28.5051
5.0000,-2.2494,0,0.0000,0.0000,-0.0789,-0.8475,-1.6202,-26.9060,-27.6708
7.9245,-3.5540,0,0.0000,0.0000,-0.1251,-1.3430,-2.5664,-26.9357,-26.9400
12.5594,-5.5893,0,0.0000,0.0000,-0.1982,-2.1276,-4.0613,-26.9464,-26.9291
19.9054,-8.6915,0,0.0000,0.0000,-0.3142,-3.3686,-6.4124,-26.9519,-26.9603
31.5479,-13.1639,0,0.0000,0.0000,-0.4980,-5.3252,-10.0660,-26.9457,-26.9597
50.0000,-18.8495,0,0.0000,0.0000,-0.7892,-8.3850,-15.5666,-26.9269,-26.9496
79.2447,-24.4273,0,0.0000,0.0000,-1.2506,-13.0705,-23.1302,-26.8953,-26.9291
125.5943,-27.7238,0,0.0000,0.0000,-1.9815,-19.8411,-30.6790,-26.8426,-26.8937
199.0536,-28.0743,0,0.0000,0.0000,-3.1384,-27.9738,-30.2847,-26.7594,-26.8362
315.4787,-27.2710,0,0.0000,0.0000,-4.9654,-31.8195,-26.4748,-26.6318,-26.7448
500.0000,-26.9430,0,0.0000,0.0000,-7.8353,-26.3773,-27.5776,-26.4374,-26.6011
792.4466,-26.9893,0,0.0000,0.0000,-12.2797,-26.9820,-27.2538,-26.1446,-26.3764
1255.9432,-27.0014,0,0.0000,0.0000,-18.8925,-26.5651,-26.8568,-25.7104,-26.0267
1990.5359,-26.9996,0,0.0000,0.0000,-27.4932,-25.9497,-26.1123,-25.0754,-25.4853
3154.7867,-26.9998,0,0.0000,0.0000,-32.3987,-24.9484,-24.8702,-24.1652,-24.6519
5000.0000,-26.9999,0,0.0000,0.0000,-19.9848,-23.4581,-22.9799,-22.8926,-23.3837
7924.4660,-26.9999,0,0.0000,0.0000,-26.4804,-21.3914,-20.4156,-21.1592,-21.4675
12559.4322,-26.9999,0,0.0000,0.0000,-22.3025,-18.7500,-17.6042,-18.8463,-18.8027
19905.3585,-27.0000,0,0.0000,0.0000,-15.1610,-15.5984,-15.1622,-15.7591,-15.5875
31547.8672,-27.0000,0,0.0000,0.0000,-8.7945,-10.9471,-11.6535,-10.9138,-10.9440
50000.0000,-180.0000,0,0.0000,0.0000,-180.0000,-180.0000,-180.0000,-180.0000,-180.0000
